
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending April 25, 2009 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2009
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2009
Syphillis, primary & secondary cummulative for 2008

tab delimited data:
test
UNITED STATES	39	57	109	1,172	1,353	4	8	19	172	173	96	257	433	3,518	3,767						
Md.	-	0	1	4	4	-	0	0	-	1	-	8	16	93	99						
N.C.	N	0	0	N	N	N	0	0	N	N	19	6	19	149	78						
S.C.	-	0	0	-	-	-	0	0	-	-	-	2	6	20	26						
Va.	N	0	0	N	N	N	0	0	N	N	-	5	16	87	86						
W. Va.	2	1	13	52	56	-	0	3	2	4	-	0	1	1	2						
E.S. CENTRAL	2	5	25	142	145	-	1	4	19	20	7	22	36	347	313						
Ala.	N	0	0	N	N	N	0	0	N	N	-	8	17	125	136						
Ky.	2	1	5	40	36	-	0	2	6	6	1	1	10	22	20						
Miss.	-	0	2	-	1	-	0	1	-	-	-	3	18	59	36						
Tenn.	-	3	22	102	108	-	0	3	13	14	6	8	19	141	121						
W.S. CENTRAL	1	2	7	42	47	-	0	3	8	9	-	45	81	639	626						
Ark.	1	0	5	23	7	-	0	3	5	3	-	4	35	81	27						
La.	-	1	6	19	40	-	0	1	3	6	-	11	33	128	151						
Okla.	N	0	0	N	N	N	0	0	N	N	-	1	7	20	27						
Tex.	-	0	0	-	-	-	0	0	-	-	-	28	40	410	421						
MOUNTAIN	1	3	7	52	52	1	0	3	10	5	4	9	19	75	177						
Ariz.	-	0	0	-	-	-	0	0	-	-	1	5	13	20	100						
Colo.	-	0	0	-	-	-	0	0	-	-	-	1	5	4	34						
Idaho	N	0	1	N	N	N	0	1	N	N	-	0	2	2	1						
Mont.	-	0	1	-	-	-	0	0	-	-	-	0	7	-	-						
Nev.	1	1	4	24	24	1	0	2	6	1	1	1	7	33	24						
N. Mex.	-	0	1	-	-	-	0	0	-	-	2	1	5	16	7						
Utah	-	1	6	22	28	-	0	3	4	4	-	0	2	-	10						
Wyo.	-	0	2	6	-	-	0	0	-	-	-	0	1	-	1						
PACIFIC	-	0	1	2	1	-	0	1	-	1	3	46	76	588	823						
Alaska	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
Calif.	N	0	0	N	N	N	0	0	N	N	2	40	65	526	690						
Hawaii	-	0	1	2	1	-	0	1	-	1	-	0	3	10	9						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	0	3	9	6						
Wash.	N	0	0	N	N	N	0	0	N	N	1	4	18	43	118						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	-	3	11	49	40						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease caused by drug-resistant Streptococcus pneumoniae (DRSP) 
(NNDSS event code 11720).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


