
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending November 17, 2007 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2007
Chlamydia† cummulative for 2006
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2007
Coccidioidomycosis cummulative for 2006
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2007
Cryptosporidiosis cummulative for 2006

tab delimited data:
test
UNITED STATES	7,638	20,507	25,327	897,828	907,035	91	139	658	6,529	7,066	60	83	974	9,568	5,089						
Ill.	474	987	1,370	43,531	47,717	-	0	0	-	-	-	2	13	149	187						
Ind.	-	399	646	17,988	17,550	-	0	0	-	-	1	2	12	95	90						
Mich.	261	709	1,059	31,062	31,391	-	0	3	20	34	2	3	11	168	132						
Ohio	1,084	754	3,641	39,423	35,510	1	0	1	11	6	3	5	61	535	333						
Wis.	-	367	443	16,022	18,216	N	0	0	N	N	-	5	59	643	509						
W.N. CENTRAL	465	1,211	1,465	53,655	55,074	1	0	54	8	1	14	13	123	1,470	812						
Iowa	140	162	252	7,760	7,471	N	0	0	N	N	-	2	61	587	166						
Kans.	-	156	294	6,998	7,013	N	0	0	N	N	-	1	16	145	77						
Minn.	-	251	314	10,814	11,492	-	0	54	-	-	8	3	34	274	206						
Mo.	279	459	551	20,584	20,444	1	0	1	8	1	2	2	13	135	181						
Nebr.	-	95	183	3,956	4,750	N	0	0	N	N	4	1	21	141	92						
N. Dak.	-	27	61	1,262	1,606	N	0	0	N	N	-	0	11	24	9						
S. Dak.	46	49	84	2,281	2,298	N	0	0	N	N	-	2	15	164	81						
S. ATLANTIC	451	3,964	6,760	174,433	174,615	-	0	1	3	4	20	20	69	1,130	1,084						
Del.	66	64	140	3,050	3,153	-	0	0	-	-	-	0	4	20	15						
D.C.	-	111	166	4,981	2,846	-	0	0	-	-	-	0	2	3	14						
Fla.	-	1,168	1,767	51,015	43,896	N	0	0	N	N	17	11	35	615	498						
Ga.	1	640	3,822	22,078	31,837	N	0	0	N	N	1	4	22	208	257						
Md.	-	393	696	17,330	18,908	-	0	1	3	4	-	1	2	29	18						
N.C.	31	549	1,905	24,326	29,652	-	0	0	-	-	1	1	18	102	90						
S.C.	-	506	3,030	27,383	20,509	N	0	0	N	N	-	1	14	78	126						
Va.	340	485	621	21,633	21,233	N	0	0	N	N	1	1	5	64	57						
W. Va.	13	60	94	2,637	2,581	N	0	0	N	N	-	0	5	11	9						
E.S. CENTRAL	556	1,455	2,044	64,132	67,994	-	0	0	-	-	4	4	63	561	161						
Ala.	-	364	577	14,702	20,758	N	0	0	N	N	3	1	14	111	56						
Ky.	221	150	691	7,466	7,815	N	0	0	N	N	-	1	40	242	38						
Miss.	-	399	959	17,564	16,839	N	0	0	N	N	-	0	11	91	24						
Tenn.	335	521	721	24,400	22,582	N	0	0	N	N	1	1	19	117	43						
W.S. CENTRAL	431	2,333	2,961	106,588	102,752	-	0	1	1	1	4	5	41	329	376						
Ark.	101	173	328	8,460	7,315	N	0	0	N	N	2	0	8	32	22						
La.	182	373	851	17,220	16,172	-	0	1	1	1	-	1	4	41	85						
Okla.	148	259	467	11,315	11,200	N	0	0	N	N	2	1	11	115	38						
Tex.	-	1,503	1,946	69,593	68,065	N	0	0	N	N	-	2	29	141	231						
MOUNTAIN	349	1,233	1,710	52,860	62,168	78	96	293	4,281	4,783	6	7	580	2,845	384						
Ariz.	59	478	834	19,377	20,512	78	93	293	4,148	4,654	1	0	6	44	28						
Colo.	101	211	371	8,616	14,566	N	0	0	N	N	1	2	26	204	69						
Idaho	51	56	252	3,255	2,872	N	0	0	N	N	2	0	71	432	35						
Mont.	-	45	73	1,497	2,316	N	0	0	N	N	-	1	7	63	135						
Nev.	-	173	293	7,279	7,455	-	1	5	50	58	-	0	3	18	12						
N. Mex.	-	145	393	6,918	8,732	-	0	2	17	18	-	1	8	99	41						
Utah	118	105	209	4,857	4,432	-	1	7	63	51	1	0	499	1,933	16						
Wyo.	20	23	35	1,061	1,283	-	0	1	3	2	1	0	8	52	48						
PACIFIC	1,573	3,266	4,362	142,617	153,270	11	41	311	2,203	2,237	-	1	16	121	80						
Alaska	47	88	157	3,813	3,968	N	0	0	N	N	-	0	2	3	4						
Calif.	1,274	2,631	3,627	119,294	120,174	11	41	311	2,203	2,237	-	0	0	-	-						
Hawaii	-	90	114	-	5,023	N	0	0	N	N	-	0	0	-	4						
Oreg.	134	166	394	7,682	8,290	N	0	0	N	N	-	1	16	118	72						
Wash.	118	257	621	11,828	15,815	N	0	0	N	N	-	0	0	-	-						
Amer. Samoa	U	0	32	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	3	207	434	783	-	0	0	-	-	-	0	0	-	-						
P.R.	43	124	543	6,516	4,604	N	0	0	N	N	N	0	0	N	N						
V.I.	U	3	7	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


