
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending June 16, 2007 (WEEK 24)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2007
Varicella (chickenpox) cummulative for 2006
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2007
West Nile virus disease † Neuroinvasive cummulative for 2006
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2007
West Nile virus disease † Non-neuroinvasive § cummulative for 2006

tab delimited data:
test
UNITED STATES	238	764	2,152	21,901	28,445	-	1	178	3	22	-	1	417	3	17						
Ky.	N	0	0	N	N	-	0	2	-	-	-	0	1	-	-						
Miss.	-	0	2	2	-	-	0	10	3	3	-	0	16	1	1						
Tenn.	N	0	0	N	N	-	0	5	-	-	-	0	2	-	-						
W.S. CENTRAL	45	200	979	6,649	7,334	-	0	59	-	11	-	0	27	-	2						
Ark.	3	9	105	221	470	-	0	5	-	-	-	0	2	-	-						
La.	-	1	11	49	173	-	0	13	-	-	-	0	10	-	1						
Okla.	-	0	0	-	-	-	0	6	-	-	-	0	4	-	-						
Tex.	42	172	873	6,379	6,691	-	0	39	-	11	-	0	16	-	1						
MOUNTAIN	14	56	133	1,694	1,763	-	0	63	-	2	-	0	245	-	6						
Ariz.	-	0	0	-	-	-	0	10	-	-	-	0	14	-	1						
Colo.	12	22	62	631	911	-	0	11	-	2	-	0	51	-	2						
Idaho	N	0	0	N	N	-	0	32	-	-	-	0	174	-	3						
Mont.	-	2	40	254	N	-	0	3	-	-	-	0	8	-	-						
Nev.	-	0	1	1	8	-	0	9	-	-	-	0	17	-	-						
N. Mex.	1	5	39	262	291	-	0	1	-	-	-	0	1	-	-						
Utah	1	15	73	530	523	-	0	8	-	-	-	0	17	-	-						
Wyo.	-	0	11	16	30	-	0	7	-	-	-	0	10	-	-						
PACIFIC	-	0	9	24	-	-	0	15	-	1	-	0	51	-	3						
Alaska	-	0	9	24	N	-	0	0	-	-	-	0	0	-	-						
Calif.	-	0	0	-	N	-	0	15	-	1	-	0	37	-	3						
Hawaii	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Oreg.	N	0	0	N	N	-	0	2	-	-	-	0	14	-	-						
Wash.	N	0	0	N	N	-	0	0	-	-	-	0	2	-	-						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	3	14	-	143	-	0	0	-	-	-	0	0	-	-						
P.R.	8	12	27	340	292	-	0	0	-	-	-	0	0	-	-						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Zoonotic, 
Vector-Borne, and Enteric Diseases (ArboNet Surveillance). Data for California serogroup, eastern equine, 
Powassan, St. Louis, and western equine diseases are available in Table I.

§ Not notifiable in all states.  Data from states where the condition is not notifiable are excluded from this table, 
except starting in 2007 for the Arboviral diseases and influenza-associated pediatric mortality, and in 2003 for 
SARS-CoV.  Reporting exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


