
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 4, 2013 (WEEK 18)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia trachomatis infection current week
Chlamydia trachomatis infection previous 52 weeks median 
Chlamydia trachomatis infection previous 52 weeks maximum 
Chlamydia trachomatis infection cummulative for 2013
Chlamydia trachomatis infection cummulative for 2012
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2013
Coccidioidomycosis cummulative for 2012
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2013
Cryptosporidiosis cummulative for 2012

tab delimited data:
test
UNITED STATES	11,255	26,891	30,908	433,967	496,884	78	244	473	2,197	7,506	28	110	288	1,446	2,049						
Tenn.	157	607	735	7,854	11,889	N	0	0	N	N	-	1	5	12	30						
W.S. CENTRAL	661	3,524	8,591	58,540	60,373	-	0	1	2	-	1	10	42	135	130						
Ark.	329	327	394	5,817	5,971	N	0	0	N	N	-	0	5	5	11						
La.	295	487	2,110	5,414	5,735	-	0	1	2	-	-	3	7	50	30						
Okla.	37	128	5,044	6,663	4,806	N	0	0	N	N	1	1	13	19	27						
Tex.	-	2,473	3,707	40,646	43,861	N	0	0	N	N	-	5	27	61	62						
MOUNTAIN	981	1,738	2,048	22,123	33,318	64	178	398	1,555	5,639	1	12	48	96	171						
Ariz.	-	527	755	969	10,747	63	175	394	1,528	5,547	-	1	4	9	10						
Colo.	439	412	584	7,248	7,675	N	0	0	N	N	-	1	7	5	22						
Idaho	-	86	198	1,592	1,591	N	0	0	N	N	-	3	25	27	35						
Mont.	44	71	108	1,237	1,394	-	0	1	-	2	-	1	5	13	29						
Nev.	301	217	325	3,858	3,941	-	1	6	12	47	-	0	2	6	5						
N. Mex.	132	214	401	4,472	4,550	-	0	3	7	20	-	1	4	8	41						
Utah	65	145	179	2,316	2,726	-	1	4	6	21	1	2	22	27	20						
Wyo.	-	36	67	431	694	1	0	1	2	2	-	0	4	1	9						
PACIFIC	1,557	4,132	5,210	69,500	77,173	13	65	89	619	1,787	3	11	27	133	165						
Alaska	26	105	149	1,896	1,985	N	0	0	N	N	-	0	1	-	-						
Calif.	892	3,176	4,218	52,958	59,394	13	65	89	618	1,787	-	6	14	66	81						
Hawaii	-	123	153	1,665	2,141	N	0	0	N	N	-	0	1	-	1						
Oreg.	331	259	377	4,898	5,097	-	0	1	1	-	2	4	10	47	69						
Wash.	308	470	632	8,083	8,556	-	0	0	-	-	1	1	22	20	14						
Amer. Samoa	-	12	59	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	-	108	307	1,968	2,495	N	0	0	N	N	N	0	0	N	N						
V.I.	-	15	25	159	256	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


