
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending January 5, 2013 (WEEK 01)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2013
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2013
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2013
Syphillis, primary & secondary cummulative for 2012

tab delimited data:
test
UNITED STATES	194	247	455	194	407	8	21	33	8	23	30	280	353	30	204						
Ky.	-	3	9	-	7	-	0	1	-	-	-	2	9	-	-						
Miss.	3	3	11	3	7	-	0	2	-	1	-	3	11	-	2						
Tenn.	14	12	36	14	28	-	1	3	-	3	-	5	14	-	2						
W.S. CENTRAL	-	26	79	-	21	-	2	8	-	-	5	43	64	5	25						
Ark.	-	3	16	-	1	-	0	3	-	-	3	3	15	3	1						
La.	-	4	15	-	15	-	0	4	-	-	2	6	19	2	2						
Okla.	N	0	0	N	N	-	0	0	-	-	-	1	5	-	-						
Tex.	-	20	63	-	5	-	2	5	-	-	-	31	46	-	22						
MOUNTAIN	9	26	58	9	51	-	2	6	-	3	-	12	25	-	6						
Ariz.	1	8	27	1	27	-	1	3	-	1	-	4	8	-	3						
Colo.	-	8	19	-	10	-	0	3	-	-	-	4	10	-	3						
Idaho	N	0	0	N	N	-	0	0	-	-	-	0	4	-	-						
Mont.	-	0	5	-	1	-	0	1	-	-	-	0	1	-	-						
Nev.	-	1	8	-	3	-	0	2	-	-	-	2	8	-	-						
N. Mex.	8	5	14	8	9	-	0	4	-	1	-	2	5	-	-						
Utah	-	3	8	-	1	-	0	3	-	1	-	0	2	-	-						
Wyo.	-	0	3	-	-	-	0	1	-	-	-	0	1	-	-						
PACIFIC	1	4	10	1	3	-	1	2	-	1	7	63	100	7	46						
Alaska	1	2	8	1	1	-	0	2	-	1	-	0	2	-	-						
Calif.	N	0	0	N	N	N	0	0	N	N	3	54	83	3	42						
Hawaii	-	1	6	-	2	-	0	1	-	-	-	0	2	-	1						
Oreg.	N	0	0	N	N	N	0	0	N	N	1	3	11	1	1						
Wash.	N	0	0	N	N	N	0	0	N	N	3	5	12	3	2						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	-	5	17	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


