
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending June 11, 2011 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2010
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2010
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2011
Syphillis, primary & secondary cummulative for 2010

tab delimited data:
test
UNITED STATES	153	284	937	7,148	8,812	13	24	101	546	1,056	69	257	354	4,913	5,656						
Md.	3	9	32	297	280	-	0	4	14	33	2	7	17	168	105						
N.C.	N	0	0	N	N	N	0	0	N	N	8	7	19	166	212						
S.C.	7	8	25	286	299	-	1	3	17	34	1	3	10	88	56						
Va.	N	0	0	N	N	N	0	0	N	N	4	5	16	100	118						
W. Va.	-	1	48	125	58	-	0	6	5	12	-	0	2	-	3						
E.S. CENTRAL	17	20	44	540	607	1	1	6	30	60	12	15	34	283	391						
Ala.	N	0	0	N	N	N	0	0	N	N	-	3	11	67	117						
Ky.	N	0	11	N	N	N	0	3	N	N	5	2	16	48	52						
Miss.	N	0	0	N	N	N	0	0	N	N	6	3	16	59	93						
Tenn.	17	18	36	540	607	1	1	4	30	60	1	5	11	109	129						
W.S. CENTRAL	40	32	368	1,064	984	5	4	30	96	123	5	37	71	697	866						
Ark.	9	3	26	137	98	-	0	3	11	11	-	3	10	73	114						
La.	-	3	11	97	58	-	0	2	8	16	5	8	36	140	181						
Okla.	N	0	0	N	N	N	0	0	N	N	-	1	6	22	45						
Tex.	31	26	333	830	828	5	3	27	77	96	-	23	33	462	526						
MOUNTAIN	18	31	72	974	1,057	2	3	8	70	151	2	12	24	222	230						
Ariz.	5	11	43	485	520	1	1	5	35	69	-	4	9	72	93						
Colo.	11	9	23	267	307	1	0	3	16	44	-	2	8	48	52						
Idaho	N	0	0	N	N	N	0	0	N	N	-	0	2	3	2						
Mont.	N	0	0	N	N	N	0	0	N	N	-	0	2	1	-						
Nev.	N	0	0	N	N	N	0	0	N	N	2	3	9	63	38						
N. Mex.	2	3	13	142	97	-	0	2	9	13	-	1	4	29	14						
Utah	-	3	8	63	123	-	0	3	10	23	-	0	5	6	31						
Wyo.	-	0	15	17	10	-	0	1	-	2	-	0	0	-	-						
PACIFIC	-	2	11	84	60	-	0	2	6	13	11	51	66	1,023	1,000						
Alaska	-	2	11	83	60	-	0	2	6	13	-	0	0	-	3						
Calif.	N	0	0	N	N	N	0	0	N	N	8	41	57	842	854						
Hawaii	-	0	3	1	-	-	0	0	-	-	-	0	5	6	19						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	1	7	39	27						
Wash.	N	0	0	N	N	N	0	0	N	N	3	6	13	136	97						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	8	4	15	99	104						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2010 and 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


