
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending January 6, 2007 (WEEK 01)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2007
Pertussis cummulative for 2006
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2007
Rabies, animal cummulative for 2006
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2007
Rocky Mountain Spotted Fever cummulative for 2006

tab delimited data:
test
UNITED STATES	49	250	489	49	244	22	123	239	22	38	1	34	118	1	30						
Ohio	23	12	25	23	14	-	0	9	-	-	-	0	4	-	-						
Wis.	-	3	10	-	10	-	0	0	-	-	-	0	1	-	-						
W.N. CENTRAL	3	23	71	3	48	-	6	20	-	2	-	2	14	-	-						
Iowa	-	6	15	-	14	-	1	7	-	-	-	0	1	-	-						
Kans.	3	5	19	3	19	-	1	5	-	1	-	0	1	-	-						
Minn.	-	0	56	-	-	-	0	6	-	-	-	0	2	-	-						
Mo.	-	5	14	-	12	-	1	6	-	-	-	2	12	-	-						
Nebr.	-	2	9	-	3	-	0	0	-	-	-	0	5	-	-						
N. Dak.	-	0	9	-	-	-	0	7	-	-	-	0	0	-	-						
S. Dak.	-	0	4	-	-	-	0	4	-	1	-	0	0	-	-						
S. ATLANTIC	4	18	43	4	24	11	41	183	11	14	-	17	68	-	29						
Del.	-	0	1	-	1	-	0	0	-	-	-	0	3	-	-						
D.C.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	-						
Fla.	4	4	20	4	4	2	0	167	2	-	-	0	5	-	-						
Ga.	-	0	3	-	2	-	5	10	-	3	-	1	5	-	-						
Md.	-	2	9	-	6	-	6	13	-	2	-	1	6	-	-						
N.C.	-	0	33	-	8	9	9	22	9	6	-	14	61	-	29						
S.C.	-	3	11	-	3	-	3	11	-	3	-	0	5	-	-						
Va.	-	2	19	-	-	-	11	27	-	-	-	2	13	-	-						
W. Va.	-	0	9	-	-	-	2	7	-	-	-	0	2	-	-						
E.S. CENTRAL	-	6	28	-	6	-	4	16	-	-	-	6	31	-	1						
Ala.	-	2	19	-	2	-	1	8	-	-	-	2	11	-	-						
Ky.	-	0	5	-	-	-	0	4	-	-	-	0	1	-	-						
Miss.	-	0	4	-	2	-	0	2	-	-	-	0	1	-	-						
Tenn.	-	3	11	-	2	-	2	9	-	-	-	4	22	-	1						
W.S. CENTRAL	-	17	35	-	-	1	9	34	1	7	-	1	27	-	-						
Ark.	-	1	7	-	-	-	0	5	-	1	-	0	10	-	-						
La.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
Okla.	-	0	9	-	-	1	0	9	1	-	-	0	18	-	-						
Tex.	-	15	32	-	-	-	9	29	-	6	-	0	4	-	-						
MOUNTAIN	8	45	88	8	46	-	3	27	-	-	1	0	5	1	-						
Ariz.	-	7	29	-	1	-	2	10	-	-	-	0	2	-	-						
Colo.	8	10	40	8	26	-	0	0	-	-	1	0	1	1	-						
Idaho	-	1	8	-	2	-	0	25	-	-	-	0	3	-	-						
Mont.	-	2	9	-	2	-	0	2	-	-	-	0	2	-	-						
Nev.	-	0	9	-	9	-	0	1	-	-	-	0	1	-	-						
N. Mex.	-	2	8	-	2	-	0	2	-	-	-	0	2	-	-						
Utah	-	13	39	-	4	-	0	1	-	-	-	0	2	-	-						
Wyo.	-	1	8	-	-	-	0	2	-	-	-	0	1	-	-						
PACIFIC	1	27	228	1	11	-	3	12	-	-	-	0	1	-	-						
Alaska	1	1	7	1	-	-	0	4	-	-	-	0	0	-	-						
Calif.	-	21	225	-	-	-	3	11	-	-	-	0	1	-	-						
Hawaii	-	1	6	-	6	-	0	0	-	-	-	0	0	-	-						
Oreg.	-	2	8	-	5	-	0	4	-	-	-	0	1	-	-						
Wash.	-	5	46	-	-	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	1	-	-	-	1	6	-	-	N	0	0	N	N						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


