
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending February 19, 2011 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2011
Shigellosis cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2010

tab delimited data:
test
UNITED STATES	88	275	453	903	1,566	-	2	11	8	5	2	24	91	30	27						
Mich.	1	5	10	14	28	-	0	0	-	-	-	0	1	1	-						
Ohio	3	5	18	33	46	-	0	0	-	-	-	0	2	1	-						
Wis.	-	3	21	-	37	-	0	0	-	-	-	0	1	-	-						
W.N. CENTRAL	1	28	81	59	361	-	0	4	-	-	-	4	21	2	3						
Iowa	-	1	4	4	7	-	0	0	-	-	-	0	1	-	-						
Kans.	-	5	13	13	18	-	0	1	-	-	-	0	0	-	-						
Minn.	-	0	3	-	5	-	0	0	-	-	-	0	0	-	-						
Mo.	1	18	66	40	326	-	0	4	-	-	-	4	20	2	3						
Nebr.	-	1	10	1	3	-	0	1	-	-	-	0	1	-	-						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	2	1	2	-	0	0	-	-	-	0	0	-	-						
S. ATLANTIC	48	53	134	331	211	-	1	9	4	4	2	7	60	14	21						
Del.	-	0	3	-	17	-	0	1	-	-	-	0	3	-	-						
D.C.	-	0	4	2	3	-	0	1	-	-	-	0	0	-	-						
Fla.	30	25	53	211	68	-	0	1	1	-	-	0	2	2	-						
Ga.	11	14	40	60	74	-	1	6	1	4	-	0	0	-	-						
Md.	1	2	8	12	9	-	0	1	1	-	-	0	5	1	1						
N.C.	6	3	36	32	19	-	0	3	1	-	1	2	48	7	18						
S.C.	-	1	5	3	11	-	0	1	-	-	-	0	3	1	2						
Va.	-	3	9	11	10	-	0	2	-	-	1	2	12	3	-						
W. Va.	-	0	66	-	-	-	0	0	-	-	-	0	0	-	-						
E.S. CENTRAL	8	14	40	50	57	-	0	3	-	-	-	5	29	3	-						
Ala.	5	5	14	26	9	-	0	1	-	-	-	1	8	2	-						
Ky.	1	3	28	5	25	-	0	2	-	-	-	0	0	-	-						
Miss.	-	1	4	5	2	-	0	0	-	-	-	0	3	-	-						
Tenn.	2	5	14	14	21	-	0	2	-	-	-	4	20	1	-						
W.S. CENTRAL	12	53	115	133	170	-	0	3	-	-	-	1	18	-	1						
Ark.	1	1	6	4	7	-	0	2	-	-	-	0	17	-	-						
La.	-	6	13	11	17	-	0	0	-	-	-	0	1	-	-						
Okla.	2	5	13	9	24	-	0	3	-	-	-	0	11	-	-						
Tex.	9	43	98	109	122	-	0	1	-	-	-	0	3	-	1						
MOUNTAIN	2	15	32	69	81	-	0	5	4	-	-	0	3	7	1						
Ariz.	-	8	18	32	49	-	0	5	4	-	-	0	3	7	-						
Colo.	2	2	8	18	16	-	0	1	-	-	-	0	1	-	-						
Idaho	-	0	3	3	1	-	0	0	-	-	-	0	1	-	-						
Mont.	-	0	3	4	1	-	0	1	-	-	-	0	1	-	-						
Nev.	-	0	6	1	2	-	0	0	-	-	-	0	0	-	-						
N. Mex.	-	3	10	10	9	-	0	0	-	-	-	0	0	-	1						
Utah	-	1	4	1	3	-	0	0	-	-	-	0	1	-	-						
Wyo.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
PACIFIC	11	22	71	128	122	-	0	2	-	1	-	0	0	-	-						
Alaska	-	0	1	-	-	N	0	0	N	N	N	0	0	N	N						
Calif.	10	18	57	117	107	-	0	2	-	1	-	0	0	-	-						
Hawaii	-	1	4	-	6	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	1	4	6	6	-	0	1	-	-	-	0	0	-	-						
Wash.	1	2	17	5	3	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	-	1	1	1	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	1	-	-	N	0	0	N	N	N	0	0	N	N						
P.R.	-	0	1	-	-	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2010 and 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Illnesses with similar clinical presentation that result from Spotted fever group rickettsia infections are reported as Spotted fever rickettsiosis. Rocky Mountain Spotted Fever (RMSF) caused by Rickettsia rickettsii, is the most common and well-known spotted fever.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


