
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending May 31, 2008 (WEEK 22)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2008
Syphillis, primary & secondary cummulative for 2007

tab delimited data:
test
UNITED STATES	24	47	262	1,298	1,341	4	9	42	210	272	75	225	351	4,412	4,270						
Ohio	5	7	15	203	220	1	1	4	34	28	4	4	14	131	83						
Wis.	-	0	0	-	-	-	0	0	-	-	-	1	3	19	26						
W.N. CENTRAL	2	3	106	100	100	-	0	9	7	17	5	8	15	165	121						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	2	5	6						
Kans.	1	1	5	45	55	-	0	1	2	2	1	0	5	16	8						
Minn.	-	0	105	-	1	-	0	9	-	11	-	1	4	35	28						
Mo.	1	1	8	55	36	-	0	1	2	-	4	5	10	106	76						
Nebr.	-	0	0	-	2	-	0	0	-	-	-	0	1	3	2						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	2	-	6	-	0	1	3	4	-	0	3	-	1						
S. ATLANTIC	11	21	39	540	566	1	4	10	88	131	16	47	215	886	916						
Del.	-	0	1	2	5	-	0	1	-	1	4	0	3	5	5						
D.C.	-	0	0	-	4	-	0	0	-	-	-	2	11	37	75						
Fla.	9	11	26	312	310	1	2	6	56	69	2	17	34	359	310						
Ga.	2	7	18	179	211	-	1	6	27	54	-	6	175	54	119						
Md.	-	0	2	3	1	-	0	1	1	-	4	7	14	154	121						
N.C.	N	0	0	N	N	N	0	0	N	N	-	6	18	130	152						
S.C.	-	0	0	-	-	-	0	0	-	-	-	1	5	31	45						
Va.	N	0	0	N	N	N	0	0	N	N	6	4	17	116	84						
W. Va.	-	1	7	44	35	-	0	2	4	7	-	0	1	-	5						
E.S. CENTRAL	4	4	12	142	75	1	1	4	26	16	8	20	31	425	322						
Ala.	N	0	0	N	N	N	0	0	N	N	2	8	17	176	124						
Ky.	2	0	3	36	16	-	0	2	8	2	2	1	7	41	31						
Miss.	-	0	0	-	-	-	0	0	-	-	-	2	15	53	49						
Tenn.	2	3	12	106	59	1	1	3	18	14	4	8	14	155	118						
W.S. CENTRAL	1	1	5	24	45	-	0	2	6	7	5	40	60	804	670						
Ark.	1	0	2	7	1	-	0	1	2	2	2	2	10	52	50						
La.	-	1	5	17	44	-	0	2	4	5	3	11	22	189	182						
Okla.	N	0	0	N	N	N	0	0	N	N	-	1	5	25	27						
Tex.	-	0	0	-	-	-	0	0	-	-	-	26	47	538	411						
MOUNTAIN	-	1	6	14	24	-	0	2	3	8	6	8	29	114	178						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	4	21	24	92						
Colo.	-	0	0	-	-	-	0	0	-	-	3	1	7	45	20						
Idaho	N	0	0	N	N	N	0	0	N	N	-	0	1	1	1						
Mont.	-	0	0	-	-	-	0	0	-	-	-	0	3	-	1						
Nev.	N	0	0	N	N	N	0	0	N	N	3	2	6	31	38						
N. Mex.	-	0	1	1	-	-	0	0	-	1	-	1	3	13	21						
Utah	-	0	6	13	15	-	0	2	3	6	-	0	2	-	4						
Wyo.	-	0	2	-	9	-	0	1	-	1	-	0	1	-	1						
PACIFIC	-	0	0	-	-	-	0	1	1	2	5	40	68	792	964						
Alaska	N	0	0	N	N	N	0	0	N	N	-	0	1	-	5						
Calif.	N	0	0	N	N	N	0	0	N	N	4	37	59	700	896						
Hawaii	-	0	0	-	-	-	0	1	1	2	-	0	2	10	4						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	0	2	6	8						
Wash.	N	0	0	N	N	N	0	0	N	N	1	3	13	76	51						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	4						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	-	2	10	62	60						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease caused by drug-resistant Streptococcus pneumoniae (DRSP) 
(NNDSS event code 11720).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


