
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending January 12, 2008 (WEEK 02)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2008
Pertussis cummulative for 2007
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2008
Rabies, animal cummulative for 2007
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2008
Rocky Mountain Spotted Fever cummulative for 2007

tab delimited data:
test
UNITED STATES	62	167	264	96	343	26	107	191	67	112	2	33	146	5	12						
Ala.	-	1	6	1	5	-	0	0	-	-	-	1	10	-	4						
Ky.	1	0	4	1	-	1	0	3	1	3	-	0	2	-	-						
Miss.	-	1	32	-	11	-	0	1	-	-	-	0	2	-	1						
Tenn.	-	1	5	-	3	-	2	6	-	1	-	2	10	-	2						
W.S. CENTRAL	-	19	48	-	4	-	1	23	-	1	-	1	30	-	-						
Ark.	-	1	17	-	-	-	1	2	-	-	-	0	15	-	-						
La.	-	0	2	-	1	-	0	0	-	-	-	0	1	-	-						
Okla.	-	0	26	-	-	-	0	22	-	1	-	0	20	-	-						
Tex.	-	16	33	-	3	-	0	0	-	-	-	0	5	-	-						
MOUNTAIN	-	21	39	5	40	3	3	14	3	1	-	0	4	-	-						
Ariz.	-	3	13	-	13	3	2	12	3	1	-	0	1	-	-						
Colo.	-	6	14	5	20	-	0	0	-	-	-	0	2	-	-						
Idaho	-	0	5	-	-	-	0	0	-	-	-	0	1	-	-						
Mont.	-	0	7	-	1	-	0	3	-	-	-	0	1	-	-						
Nev.	-	0	3	-	-	-	0	2	-	-	-	0	0	-	-						
N. Mex.	-	1	7	-	3	-	0	2	-	-	-	0	1	-	-						
Utah	-	6	27	-	-	-	0	2	-	-	-	0	0	-	-						
Wyo.	-	0	4	-	3	-	0	4	-	-	-	0	2	-	-						
PACIFIC	3	12	67	5	12	2	4	10	3	5	-	0	2	-	-						
Alaska	3	0	6	3	8	1	0	6	1	4	N	0	0	N	N						
Calif.	-	5	15	-	1	1	3	8	2	1	-	0	2	-	-						
Hawaii	-	0	1	-	-	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	1	14	2	3	-	0	3	-	-	-	0	1	-	-						
Wash.	-	3	62	-	-	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	-	-	-	0	5	-	3	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


