Nebr.	-	0	0	-	-	1	0	2	6	-	1	4	12	91	95						
N. Dak.	-	0	7	13	13	-	0	1	-	-	-	0	46	4	14						
S. Dak.	-	1	4	21	49	-	0	1	-	4	-	3	8	51	81						
S. ATLANTIC	12	36	112	993	1,190	31	18	94	432	285	165	199	514	3,814	4,467						
Del.	-	0	0	-	-	-	0	2	6	4	1	2	9	42	49						
D.C.	-	0	0	-	-	-	0	1	-	1	-	1	7	30	20						
Fla.	-	0	93	93	201	-	0	3	12	9	95	95	230	1,726	1,644						
Ga.	-	4	9	98	155	1	0	5	10	55	41	25	87	526	656						
Md.	-	7	14	154	183	-	1	6	18	29	7	11	39	221	324						
N.C.	12	8	20	211	264	30	9	87	357	146	14	28	114	574	605						
S.C.	-	3	11	74	111	-	1	6	6	23	-	19	73	324	685						
Va.	-	10	27	309	254	-	2	10	22	15	7	20	66	327	413						
W. Va.	-	1	13	54	22	-	0	2	1	3	-	3	19	44	71						
E.S. CENTRAL	3	5	16	184	78	2	5	24	72	78	21	50	115	913	1,044						
Ala.	3	1	7	46	45	-	0	9	19	16	10	14	41	353	256						
Ky.	-	0	5	7	7	-	0	1	-	-	3	8	27	170	162						
Miss.	-	0	2	4	-	-	0	3	-	2	-	10	62	123	264						
Tenn.	-	2	11	127	26	2	3	18	53	60	8	14	41	267	362						
W.S. CENTRAL	3	14	34	392	543	-	1	161	27	23	26	80	922	1,425	1,589						
Ark.	-	0	3	19	20	-	0	32	18	12	15	14	43	365	302						
La.	-	0	0	-	-	-	0	1	-	5	-	9	43	170	372						
Okla.	3	1	9	37	54	-	0	154	6	5	11	7	48	170	169						
Tex.	-	12	29	336	469	-	0	8	3	1	-	45	839	720	746						
MOUNTAIN	-	3	16	70	133	2	0	6	11	21	14	47	110	979	1,016						
Ariz.	-	2	11	58	102	-	0	6	2	12	-	12	67	197	287						
Colo.	-	0	2	-	11	-	0	1	-	2	-	12	45	342	234						
Idaho	-	0	12	-	-	-	0	2	-	1	-	2	9	67	82						
Mont.	-	0	3	7	-	2	0	0	2	1	4	2	16	70	42						
Nev.	-	0	2	-	4	-	0	0	-	-	-	3	8	48	93						
N. Mex.	-	0	1	-	4	-	0	1	2	3	-	4	13	75	117						
Utah	-	0	5	3	-	-	0	2	3	-	10	5	30	147	131						
Wyo.	-	0	2	2	12	-	0	1	2	2	-	1	12	33	30						
PACIFIC	5	3	15	94	85	1	0	1	3	2	103	107	426	2,371	2,266						
Alaska	-	0	4	13	1	-	0	0	-	-	-	1	7	40	23						
Calif.	5	3	15	79	82	1	0	1	3	-	87	85	292	1,818	1,695						
Hawaii	-	0	0	-	-	-	0	0	-	-	1	5	15	110	135						
Oreg.	-	0	1	2	2	-	0	1	-	2	-	7	25	182	202						
Wash.	U	0	0	U	U	N	0	0	N	N	15	9	124	221	211						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	2	U	1						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	3	-	24						
P.R.	-	2	6	55	41	N	0	0	N	N	5	8	35	81	272						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


