Ohio	30	23	56	426	446	2	3	18	44	37	14	4	23	159	68						
Wis.	-	17	32	272	327	-	2	41	16	37	-	4	14	58	83						
W.N. CENTRAL	38	50	109	931	799	3	11	45	128	131	12	44	156	873	517						
Iowa	-	8	26	139	137	-	2	38	20	25	-	2	14	23	18						
Kans.	11	7	20	155	118	-	0	4	13	5	-	1	10	13	36						
Minn.	12	12	60	234	188	1	3	26	55	39	3	5	24	101	31						
Mo.	9	15	35	264	228	1	2	13	23	42	9	14	72	706	352						
Nebr.	2	3	11	61	74	1	1	11	16	13	-	1	14	7	34						
N. Dak.	4	0	23	15	6	-	0	12	-	2	-	0	127	4	3						
S. Dak.	-	3	11	63	48	-	0	5	1	5	-	6	24	19	43						
S. ATLANTIC	134	225	401	3,122	2,916	11	13	32	203	134	89	76	150	1,737	986						
Del.	1	3	10	35	30	-	0	3	6	1	-	0	2	4	-						
D.C.	1	1	4	16	23	-	0	1	1	-	-	0	5	4	3						
Fla.	65	93	176	1,362	1,292	1	2	8	57	30	72	39	76	1,076	443						
Ga.	3	30	73	456	428	-	2	7	20	23	12	26	62	543	351						
Md.	14	14	32	223	140	1	3	9	35	9	-	2	10	26	19						
N.C.	30	29	130	474	462	8	2	11	33	29	3	1	14	28	82						
S.C.	14	18	47	253	258	-	0	3	5	3	2	0	4	27	65						
Va.	6	20	58	265	250	1	3	11	45	39	-	2	9	28	23						
W. Va.	-	1	31	38	33	-	0	5	1	-	-	0	2	1	-						
E.S. CENTRAL	6	51	139	718	724	1	4	21	39	58	15	13	89	357	275						
Ala.	1	11	70	206	241	-	0	5	8	6	11	6	66	156	71						
Ky.	5	9	23	160	127	1	1	12	13	13	4	2	15	45	131						
Miss.	-	12	101	118	151	-	0	3	1	1	-	2	76	86	31						
Tenn.	-	17	32	234	205	-	2	9	17	38	-	3	14	70	42						
W.S. CENTRAL	23	87	189	486	1,194	1	4	52	51	42	27	39	246	431	579						
Ark.	9	13	45	146	282	-	1	7	11	9	2	2	10	43	31						
La.	-	18	48	120	256	-	0	0	-	-	-	5	25	68	66						
Okla.	14	10	103	134	86	-	0	17	11	4	1	2	60	29	32						
Tex.	-	37	107	86	570	1	2	48	29	29	24	30	174	291	450						
MOUNTAIN	18	50	88	889	914	1	9	34	110	94	10	22	84	278	333						
Ariz.	7	17	44	314	260	-	2	9	43	25	9	10	37	140	174						
Colo.	9	11	30	242	276	-	1	8	19	24	1	3	15	46	48						
Idaho	-	3	9	41	50	-	1	8	7	14	-	0	3	4	6						
Mont.	-	2	10	34	49	-	0	0	-	-	-	0	13	12	2						
Nev.	-	5	20	69	59	1	0	5	9	11	-	1	20	13	41						
N. Mex.	-	4	15	71	78	-	1	5	14	8	-	2	15	38	39						
Utah	2	4	14	95	116	-	2	14	18	10	-	1	4	8	20						
Wyo.	-	1	4	23	26	-	0	3	-	2	-	0	19	17	3						
PACIFIC	51	105	890	1,721	1,643	4	4	164	101	27	4	33	256	412	551						
Alaska	1	1	5	33	33	N	0	0	N	N	-	0	2	6	4						
Calif.	37	90	260	1,310	1,358	2	0	8	58	N	4	28	84	330	467						
Hawaii	1	5	16	86	87	-	0	3	6	4	-	1	3	13	18						
Oreg.	-	7	17	98	165	-	1	9	13	23	-	1	6	21	62						
Wash.	12	0	625	194	-	2	0	162	24	-	-	0	170	42	-						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						
P.R.	2	15	66	259	133	-	0	0	-	-	1	0	6	12	9						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes E. coli O157:H7; Shiga toxin positive, serogroup non-O157; and Shiga toxin positive, not serogrouped.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


