W. Va.	55	78	121	2,198	1,926	-	0	0	-	NN	-	0	5	12	6						
E.S. CENTRAL	994	1,826	3,314	49,497	49,005	-	0	0	-	NN	3	4	19	83	106						
Ala.	-	542	1,566	14,340	13,651	-	0	0	-	NN	-	1	13	9	40						
Ky.	207	268	2,352	8,568	8,550	-	0	0	-	NN	1	1	6	24	35						
Miss.	568	392	614	10,832	11,922	-	0	0	-	NN	-	0	2	16	7						
Tenn.	219	586	795	15,757	14,882	-	0	0	-	NN	2	1	5	34	24						
W.S. CENTRAL	-	3,294	4,723	85,240	95,928	-	0	1	1	NN	5	6	33	127	173						
Ark.	-	311	440	8,494	8,267	-	0	0	-	NN	-	0	3	8	16						
La.	-	343	1,052	6,949	15,110	-	0	1	1	NN	1	0	9	23	20						
Okla.	-	226	1,371	5,319	7,048	-	0	0	-	NN	-	0	8	-	41						
Tex.	-	2,369	3,107	64,478	65,503	-	0	0	-	NN	4	4	24	96	96						
MOUNTAIN	594	1,680	2,155	43,715	44,480	48	60	432	6,931	NN	12	10	30	244	264						
Ariz.	111	514	697	12,531	14,521	48	58	427	6,841	NN	-	1	3	15	16						
Colo.	210	408	848	12,584	10,378	-	0	0	-	NN	7	2	10	73	66						
Idaho	-	61	199	1,403	2,051	-	0	0	-	NN	5	1	7	36	47						
Mont.	45	62	83	1,761	1,606	-	0	1	2	NN	-	1	5	32	30						
Nev.	178	197	380	5,763	5,410	-	1	4	48	NN	-	0	7	3	8						
N. Mex.	48	194	1,183	5,326	5,887	-	0	4	31	NN	-	3	12	52	49						
Utah	-	131	175	3,380	3,524	-	0	2	6	NN	-	1	5	23	34						
Wyo.	2	38	90	967	1,103	-	0	2	3	NN	-	0	3	10	14						
PACIFIC	1,617	3,758	6,559	102,868	100,807	35	20	142	1,827	NN	6	11	27	223	307						
Alaska	-	115	157	2,909	3,312	-	0	0	-	NN	-	0	3	7	2						
Calif.	1,388	2,884	5,763	78,682	76,658	35	20	142	1,826	NN	6	6	19	144	174						
Hawaii	-	109	138	2,521	3,332	-	0	0	-	NN	-	0	0	-	1						
Oreg.	229	255	524	7,329	6,208	-	0	1	1	NN	-	3	13	68	91						
Wash.	-	430	522	11,427	11,297	-	0	0	-	NN	-	0	9	4	39						
Amer. Samoa	-	0	0	-	-	-	0	0	-	NN	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	NN	-	-	-	-	-						
Guam	-	4	81	189	545	-	0	0	-	NN	-	0	0	-	-						
P.R.	82	105	349	3,351	3,367	-	0	0	-	NN	N	0	0	N	N						
V.I.	-	14	27	328	315	-	0	0	-	NN	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2010 and 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


