
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending October 27, 2012 (WEEK 43)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia trachomatis infection current week
Chlamydia trachomatis infection previous 52 weeks median 
Chlamydia trachomatis infection previous 52 weeks maximum 
Chlamydia trachomatis infection cummulative for 2012
Chlamydia trachomatis infection cummulative for 2011
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2012
Coccidioidomycosis cummulative for 2011
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2012
Cryptosporidiosis cummulative for 2011

tab delimited data:
test
UNITED STATES	11,030	26,580	30,645	1,094,859	1,166,793	213	385	584	14,573	18,496	50	127	279	5,930	8,125						
Ind.	256	557	838	23,727	23,621	N	0	0	N	N	-	2	7	112	245						
Mich.	451	947	1,210	35,186	41,484	1	1	3	26	25	1	6	40	285	295						
Ohio	271	1,022	1,180	42,041	43,720	1	0	2	18	16	8	11	49	494	1,000						
Wis.	238	468	559	19,186	20,394	-	0	0	-	-	-	8	40	466	674						
W.N. CENTRAL	267	1,562	1,808	64,050	65,308	1	2	8	113	110	2	17	41	776	1,432						
Iowa	17	216	387	9,216	9,082	N	0	0	N	N	-	5	21	279	336						
Kans.	1	212	308	9,022	8,719	N	0	0	N	N	-	1	3	43	41						
Minn.	-	315	388	12,566	13,966	1	2	7	99	88	-	0	10	-	273						
Mo.	220	549	683	23,428	23,274	-	0	2	13	15	2	4	12	198	454						
Nebr.	-	132	203	4,437	5,400	-	0	1	1	7	-	2	10	127	163						
N. Dak.	5	52	72	2,198	2,026	N	0	0	N	N	-	0	5	33	27						
S. Dak.	24	72	107	3,183	2,841	N	0	0	N	N	-	2	6	96	138						
S. ATLANTIC	2,031	5,548	7,543	228,799	237,945	-	0	1	4	5	11	19	57	922	1,011						
Del.	143	80	182	3,189	3,590	-	0	0	-	-	-	0	4	14	7						
D.C.	139	135	224	5,664	5,516	-	0	0	-	-	N	0	0	N	N						
Fla.	1,032	1,534	1,758	65,389	63,592	N	0	0	N	N	8	8	24	389	380						
Ga.	717	1,021	1,285	41,612	44,993	N	0	0	N	N	2	4	11	200	274						
Md.	-	445	1,085	18,893	21,555	-	0	1	4	5	1	1	7	76	61						
N.C.	-	949	1,678	38,480	44,338	N	0	0	N	N	-	0	46	86	35						
S.C.	-	527	1,278	23,028	23,284	N	0	0	N	N	-	1	4	41	113						
Va.	-	706	1,780	28,705	27,570	N	0	0	N	N	-	3	6	114	114						
W. Va.	-	88	149	3,839	3,507	N	0	0	N	N	-	0	4	2	27						
E.S. CENTRAL	1,148	1,897	2,820	79,919	82,475	-	0	0	-	-	-	5	14	236	406						
Ala.	-	559	796	18,722	24,541	N	0	0	N	N	-	2	6	89	120						
Ky.	341	334	787	14,690	13,290	N	0	0	N	N	-	1	4	49	167						
Miss.	560	393	1,168	19,698	18,640	N	0	0	N	N	-	1	4	36	41						
Tenn.	247	644	828	26,809	26,004	N	0	0	N	N	-	1	5	62	78						
W.S. CENTRAL	2,247	3,219	4,247	138,396	155,563	-	0	1	3	3	7	10	28	397	574						
Ark.	-	329	412	13,788	13,566	N	0	0	N	N	-	1	5	36	28						
La.	213	443	1,233	16,636	24,503	-	0	1	3	3	2	2	6	102	79						
Okla.	2	80	1,015	3,343	11,746	N	0	0	N	N	1	2	6	79	73						
Tex.	2,032	2,410	2,965	104,629	105,748	N	0	0	N	N	4	5	24	180	394						
MOUNTAIN	934	1,797	2,430	74,380	74,293	191	288	478	11,307	13,683	5	11	39	612	573						
Ariz.	206	595	872	25,345	24,170	189	283	476	11,147	13,484	-	1	3	30	41						
Colo.	426	422	705	18,134	17,806	N	0	0	N	N	-	1	7	50	135						
Idaho	3	84	174	3,344	3,733	N	0	0	N	N	5	3	23	229	98						
Mont.	53	73	107	3,159	2,807	-	0	1	2	4	-	1	5	56	66						
Nev.	128	211	268	8,199	8,948	2	2	7	97	82	-	0	2	9	15						
N. Mex.	101	211	463	9,149	9,155	-	0	7	20	61	-	2	7	83	119						
Utah	17	142	177	5,729	5,863	-	1	4	37	49	-	1	16	126	55						
Wyo.	-	34	59	1,321	1,811	-	0	2	4	3	-	0	4	29	44						
PACIFIC	1,661	3,931	4,568	163,245	181,015	19	81	174	3,096	4,648	9	11	24	524	561						
Alaska	41	106	150	4,543	4,905	N	0	0	N	N	-	0	1	4	11						
Calif.	956	3,019	3,556	125,610	140,387	19	81	174	3,093	4,637	8	6	15	272	300						
Hawaii	-	110	147	3,130	4,989	N	0	0	N	N	-	0	1	5	-						
Oreg.	288	266	368	11,550	11,419	-	0	1	3	11	1	4	11	184	180						
Wash.	376	453	612	18,412	19,315	-	0	10	-	-	-	1	8	59	70						
Amer. Samoa	-	0	59	59	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	21	22	-	878	-	0	0	-	-	-	0	0	-	-						
P.R.	7	107	289	4,697	4,610	N	0	0	N	N	N	0	0	N	N						
V.I.	-	14	26	326	695	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting year 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


