
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending January 10, 2009 (WEEK 01)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	89	182	351	89	96	19	102	168	19	37	2	31	145	2	5						
Nebr.	2	2	35	2	1	-	0	0	-	-	-	0	4	-	-						
N. Dak.	-	0	1	-	-	-	0	7	-	-	-	0	0	-	-						
S. Dak.	-	0	7	-	1	-	0	2	-	-	-	0	1	-	-						
S. ATLANTIC	16	17	44	16	7	11	37	101	11	21	2	12	71	2	1						
Del.	-	0	3	-	-	-	0	0	-	-	-	0	5	-	-						
D.C.	-	0	1	-	1	-	0	0	-	-	-	0	2	-	-						
Fla.	7	5	20	7	1	7	0	77	7	-	-	0	3	-	-						
Ga.	-	1	7	-	1	-	5	42	-	4	-	1	8	-	-						
Md.	5	2	8	5	3	-	8	17	-	8	-	1	7	-	1						
N.C.	-	0	15	-	-	4	9	16	4	7	2	3	55	2	-						
S.C.	4	2	11	4	-	-	0	0	-	-	-	1	9	-	-						
Va.	-	3	10	-	1	-	11	24	-	2	-	2	15	-	-						
W. Va.	-	0	2	-	-	-	1	9	-	-	-	0	1	-	-						
E.S. CENTRAL	3	7	28	3	7	-	3	7	-	-	-	3	23	-	-						
Ala.	-	1	5	-	2	-	0	0	-	-	-	1	8	-	-						
Ky.	2	2	11	2	-	-	0	4	-	-	-	0	1	-	-						
Miss.	-	2	5	-	5	-	0	1	-	-	-	0	3	-	-						
Tenn.	1	1	14	1	-	-	2	6	-	-	-	2	19	-	-						
W.S. CENTRAL	1	28	113	1	-	-	1	11	-	-	-	1	41	-	-						
Ark.	-	1	19	-	-	-	0	6	-	-	-	0	14	-	-						
La.	-	1	7	-	-	-	0	0	-	-	-	0	1	-	-						
Okla.	-	0	21	-	-	-	0	10	-	-	-	0	26	-	-						
Tex.	1	26	108	1	-	-	0	1	-	-	-	1	6	-	-						
MOUNTAIN	2	15	34	2	8	-	1	8	-	2	-	1	3	-	1						
Ariz.	-	4	10	-	1	N	0	0	N	N	-	0	2	-	-						
Colo.	-	3	7	-	6	-	0	0	-	-	-	0	1	-	-						
Idaho	1	0	5	1	-	-	0	0	-	-	-	0	1	-	-						
Mont.	-	1	11	-	-	-	0	2	-	-	-	0	1	-	-						
Nev.	-	0	7	-	1	-	0	4	-	-	-	0	2	-	-						
N. Mex.	-	1	8	-	-	-	0	3	-	2	-	0	1	-	1						
Utah	1	4	17	1	-	-	0	6	-	-	-	0	1	-	-						
Wyo.	-	0	2	-	-	-	0	3	-	-	-	0	2	-	-						
PACIFIC	3	25	83	3	4	3	3	13	3	1	-	0	1	-	-						
Alaska	3	3	21	3	-	2	0	4	2	-	N	0	0	N	N						
Calif.	-	8	23	-	-	1	3	12	1	1	-	0	1	-	-						
Hawaii	-	0	2	-	-	-	0	0	-	-	N	0	0	N	N						
Oreg.	-	3	10	-	4	-	0	4	-	-	-	0	1	-	-						
Wash.	-	6	63	-	-	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	0	-	-	-	1	5	-	-	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


