
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending August 8, 2009 (WEEK 31)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2009
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2009
Syphillis, primary & secondary cummulative for 2008

tab delimited data:
test
UNITED STATES	10	61	276	1,967	2,093	3	9	21	301	315	119	261	452	7,546	7,425						
S. ATLANTIC	4	26	53	894	834	-	4	14	133	133	40	63	262	1,860	1,617						
Del.	-	0	2	13	3	-	0	0	-	-	-	0	3	22	10						
D.C.	N	0	0	N	N	N	0	0	N	N	-	3	9	96	83						
Fla.	2	15	36	526	461	-	2	13	84	85	1	19	31	581	612						
Ga.	-	8	25	271	284	-	1	5	42	40	4	14	227	409	343						
Md.	-	0	1	4	4	-	0	0	-	1	6	6	16	176	198						
N.C.	N	0	0	N	N	N	0	0	N	N	17	8	19	325	162						
S.C.	-	0	0	-	-	-	0	0	-	-	1	2	6	62	51						
Va.	N	0	0	N	N	N	0	0	N	N	11	5	16	185	151						
W. Va.	2	2	13	80	82	-	0	3	7	7	-	0	2	4	7						
E.S. CENTRAL	1	5	25	187	230	-	1	3	27	42	13	22	36	674	632						
Ala.	N	0	0	N	N	N	0	0	N	N	-	8	16	257	266						
Ky.	1	1	5	52	56	-	0	2	7	9	5	1	10	36	50						
Miss.	-	0	3	-	28	-	0	1	-	8	-	3	18	122	89						
Tenn.	-	3	23	135	146	-	0	3	20	25	8	8	19	259	227						
W.S. CENTRAL	-	1	6	66	73	-	0	3	14	12	18	50	80	1,459	1,246						
Ark.	-	0	5	37	13	-	0	3	9	3	-	4	35	123	98						
La.	-	1	5	29	60	-	0	1	5	9	-	13	40	298	324						
Okla.	N	0	0	N	N	N	0	0	N	N	1	1	7	35	46						
Tex.	-	0	0	-	-	-	0	0	-	-	17	31	46	1,003	778						
MOUNTAIN	1	2	7	80	88	1	0	3	17	11	2	7	18	170	392						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	2	8	22	200						
Colo.	-	0	0	-	-	-	0	0	-	-	1	1	5	55	97						
Idaho	N	0	1	N	N	N	0	1	N	N	-	0	2	3	2						
Mont.	-	0	1	-	-	-	0	0	-	-	-	0	7	-	-						
Nev.	1	1	4	29	43	1	0	2	7	5	1	1	7	60	50						
N. Mex.	-	0	0	-	-	-	0	0	-	-	-	1	5	28	25						
Utah	-	1	6	42	44	-	0	3	9	6	-	0	2	-	16						
Wyo.	-	0	2	9	1	-	0	1	1	-	-	0	1	2	2						
PACIFIC	-	0	1	2	1	-	0	1	1	1	4	46	67	1,297	1,441						
Alaska	-	0	0	-	-	-	0	0	-	-	-	0	0	-	1						
Calif.	N	0	0	N	N	N	0	0	N	N	2	41	59	1,193	1,305						
Hawaii	-	0	1	2	1	-	0	1	1	1	-	0	3	18	14						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	1	4	26	8						
Wash.	N	0	0	N	N	N	0	0	N	N	2	2	8	60	113						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	1	3	11	121	91						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease caused by drug-resistant Streptococcus pneumoniae (DRSP) 
(NNDSS event code 11720).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


