
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending December 15, 2012 (WEEK 50)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2012
Shigellosis cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011

tab delimited data:
test
UNITED STATES	135	271	426	13,241	12,627	-	3	12	181	223	3	54	350	3,728	2,172						
Ohio	79	19	92	1,631	297	-	0	1	1	3	-	0	2	21	18						
Wis.	-	1	16	107	67	-	0	0	-	2	-	0	1	7	9						
W.N. CENTRAL	-	8	32	474	366	-	0	6	18	20	-	5	33	473	276						
Iowa	-	1	13	87	18	-	0	0	-	-	-	0	1	7	7						
Kans.	-	2	9	121	66	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	3	-	82	-	0	0	-	-	-	0	0	-	11						
Mo.	-	1	7	77	180	-	0	5	16	12	-	5	33	460	253						
Nebr.	-	1	22	171	14	-	0	1	1	5	-	0	1	5	5						
N. Dak.	-	0	2	7	-	-	0	1	1	2	-	0	0	-	-						
S. Dak.	-	0	3	11	6	-	0	0	-	1	-	0	1	1	-						
S. ATLANTIC	20	56	102	2,827	3,807	-	1	9	85	125	2	14	144	1,074	558						
Del.	-	0	4	20	6	-	0	0	-	-	-	0	2	25	20						
D.C.	-	0	3	17	34	-	0	0	-	1	-	0	1	1	3						
Fla.	8	33	66	1,687	2,564	-	0	1	3	3	1	0	3	29	7						
Ga.	8	13	21	644	646	-	1	5	54	87	-	0	0	-	-						
Md.	1	4	15	220	93	-	0	1	1	3	-	0	3	27	26						
N.C.	2	2	10	133	218	-	0	4	12	15	-	1	133	522	262						
S.C.	-	0	2	18	141	-	0	1	7	12	-	0	5	35	22						
Va.	1	1	6	86	100	-	0	2	8	4	1	5	35	434	214						
W. Va.	-	0	1	2	5	-	0	0	-	-	-	0	1	1	4						
E.S. CENTRAL	3	21	42	1,100	982	-	0	3	14	15	1	12	57	908	350						
Ala.	2	6	20	304	304	-	0	1	3	5	-	2	12	152	73						
Ky.	-	5	21	336	241	-	0	1	3	3	-	0	7	56	1						
Miss.	-	5	13	267	230	-	0	2	2	1	-	0	4	23	23						
Tenn.	1	3	9	193	207	-	0	1	6	6	1	10	49	677	253						
W.S. CENTRAL	27	48	189	2,367	3,103	-	0	6	5	15	-	12	292	885	637						
Ark.	3	1	7	89	93	-	0	1	3	9	-	9	67	790	527						
La.	-	4	11	188	470	-	0	0	-	-	-	0	1	5	9						
Okla.	-	8	55	477	207	-	0	5	1	3	-	0	260	52	66						
Tex.	24	32	122	1,613	2,333	-	0	1	1	3	-	1	13	38	35						
MOUNTAIN	2	12	33	707	851	-	0	2	11	32	-	1	5	51	65						
Ariz.	2	8	18	384	418	-	0	2	10	31	-	0	4	33	42						
Colo.	-	2	19	129	88	-	0	1	1	-	-	0	1	3	3						
Idaho	-	0	2	9	16	-	0	0	-	-	-	0	2	3	1						
Mont.	-	0	2	11	122	-	0	0	-	-	-	0	1	1	1						
Nev.	-	0	8	49	31	-	0	0	-	-	-	0	0	-	2						
N. Mex.	-	1	7	90	120	-	0	0	-	-	-	0	1	4	-						
Utah	-	0	4	31	54	-	0	0	-	1	-	0	1	5	6						
Wyo.	-	0	3	4	2	-	0	0	-	-	-	0	1	2	10						
PACIFIC	1	19	56	1,084	1,092	-	0	3	16	2	-	0	3	9	6						
Alaska	-	0	2	8	5	N	0	0	N	N	N	0	0	N	N						
Calif.	-	13	56	840	891	-	0	3	16	2	-	0	1	8	5						
Hawaii	-	0	3	21	46	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	2	10	94	56	-	0	0	-	-	-	0	1	1	1						
Wash.	1	2	19	121	94	-	0	1	-	-	-	0	3	-	-						
Amer. Samoa	-	0	3	5	1	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	16	N	0	0	N	N	N	0	0	N	N						
P.R.	-	0	0	-	6	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting year 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Illnesses with similar clinical presentation that result from Spotted fever group rickettsia infections are reported as Spotted fever rickettsiosis. Rocky Mountain Spotted Fever (RMSF) caused by Rickettsia rickettsii, is the most common and well-known spotted fever.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


