
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending June 27, 2009 (WEEK 25)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	101	241	1,697	5,232	3,631	43	69	120	1,552	1,884	12	32	179	461	438						
Idaho	1	1	5	39	20	-	0	2	-	1	-	0	1	-	-						
Mont.	-	0	4	9	58	-	0	4	13	1	-	0	1	3	1						
Nev.	-	0	3	6	18	-	0	5	1	2	-	0	2	-	-						
N. Mex.	-	1	10	30	25	-	0	2	15	17	-	0	1	1	1						
Utah	-	4	19	70	124	-	0	6	1	1	-	0	1	1	2						
Wyo.	-	0	2	1	8	-	0	4	17	6	-	0	2	-	4						
PACIFIC	11	22	98	344	504	5	4	13	97	82	-	0	1	1	1						
Alaska	-	3	21	28	42	-	0	2	9	12	N	0	0	N	N						
Calif.	-	5	19	58	266	5	3	12	88	68	-	0	1	1	-						
Hawaii	-	0	3	13	6	-	0	0	-	-	N	0	0	N	N						
Oreg.	-	4	14	106	74	-	0	2	-	2	-	0	1	-	1						
Wash.	11	6	76	139	116	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	1	-	-	1	5	15	27	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


