
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending March 16, 2013 (WEEK 11)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2013
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2013
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2013
Syphillis, primary & secondary cummulative for 2012

tab delimited data:
test
UNITED STATES	152	251	701	3,938	4,314	8	22	44	214	313	86	293	380	2,297	3,025						
Mich.	1	13	30	174	186	-	0	3	8	12	-	5	14	34	58						
Ohio	29	21	63	404	353	1	1	6	9	17	-	8	15	49	78						
Wis.	4	9	29	140	133	-	0	2	4	9	-	2	5	13	14						
W.N. CENTRAL	2	13	34	175	192	1	1	5	22	25	-	8	16	87	66						
Iowa	N	0	0	N	N	N	0	0	N	N	-	1	4	7	8						
Kans.	N	0	0	N	N	N	0	0	N	N	-	0	3	4	2						
Minn.	-	9	24	108	117	-	0	3	7	6	-	3	5	29	19						
Mo.	N	0	0	N	N	1	1	3	8	10	-	3	7	39	34						
Nebr.	-	1	7	32	47	-	0	1	3	3	-	0	2	4	2						
N. Dak.	-	0	4	2	3	-	0	1	2	-	-	0	1	1	1						
S. Dak.	2	2	6	33	25	-	0	1	2	6	-	0	2	3	-						
S. ATLANTIC	54	58	129	1,019	978	3	5	13	67	65	39	64	104	550	735						
Del.	-	0	3	8	14	-	0	1	-	-	2	0	6	5	7						
D.C.	-	1	4	16	12	-	0	1	-	1	-	3	10	45	41						
Fla.	26	18	59	366	303	2	1	6	26	21	6	26	36	233	302						
Ga.	28	15	44	315	252	1	2	6	21	12	9	11	31	81	142						
Md.	-	7	25	146	157	-	0	3	7	12	5	9	15	78	78						
N.C.	N	0	0	N	N	N	0	0	N	N	-	3	14	-	81						
S.C.	-	6	19	106	137	-	0	3	3	5	-	4	9	46	42						
Va.	N	0	0	N	N	-	0	5	7	7	17	3	40	62	41						
W. Va.	-	5	33	62	103	-	0	2	3	7	-	0	2	-	1						
E.S. CENTRAL	6	22	59	373	421	-	2	5	20	30	7	14	25	81	141						
Ala.	-	2	10	52	30	-	0	3	7	-	-	4	10	17	44						
Ky.	-	4	12	66	64	-	0	1	-	3	5	2	9	23	18						
Miss.	6	3	12	71	59	-	0	2	5	10	-	2	12	14	28						
Tenn.	-	12	40	184	268	-	0	3	8	17	2	5	9	27	51						
W.S. CENTRAL	-	26	333	420	473	1	2	22	26	44	7	42	66	364	423						
Ark.	-	3	23	60	55	-	0	2	1	6	4	3	13	36	55						
La.	-	4	14	64	62	-	0	4	5	5	3	6	20	41	55						
Okla.	N	0	0	N	N	1	0	4	3	6	-	2	5	18	17						
Tex.	-	20	310	296	356	-	2	22	17	27	-	32	47	269	296						
MOUNTAIN	22	28	60	481	521	1	2	7	21	41	-	12	25	69	125						
Ariz.	19	9	42	284	218	1	1	4	12	20	-	3	7	2	48						
Colo.	3	6	22	50	111	-	0	3	-	7	-	4	12	34	35						
Idaho	N	0	0	N	N	-	0	1	1	-	-	0	4	1	5						
Mont.	-	0	4	8	15	-	0	1	2	-	-	0	1	1	-						
Nev.	-	1	8	31	31	-	0	2	1	3	-	2	8	18	19						
N. Mex.	-	5	17	86	82	-	0	4	3	7	-	2	5	7	11						
Utah	-	3	10	15	59	-	0	3	2	4	-	1	3	6	7						
Wyo.	-	0	3	7	5	-	0	1	-	-	-	0	1	-	-						
PACIFIC	2	4	10	32	40	-	0	2	6	9	22	69	104	595	687						
Alaska	-	2	8	19	26	-	0	1	5	9	-	0	2	3	3						
Calif.	N	0	0	N	N	N	0	0	N	N	20	60	86	516	582						
Hawaii	2	1	6	13	14	-	0	1	1	-	-	0	3	1	3						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	4	14	55	27						
Wash.	N	0	0	N	N	N	0	0	N	N	2	5	13	20	72						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	16	6	17	79	44						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


