
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending August 5, 2006 (WEEK 31)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2006
Chlamydia† cummulative for 2005
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2006
Coccidioidomycosis cummulative for 2005
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2006
Cryptosporidiosis cummulative for 2005

tab delimited data:
test
UNITED STATES	11,538	18,442	34,984	528,518	565,898	117	146	1,643	5,019	2,283	50	62	844	1,529	1,575						
Md.	316	355	492	10,569	11,015	-	0	1	2	1	-	0	4	10	13						
N.C.	565	557	1,772	19,409	20,115	N	0	0	N	N	-	1	10	44	31						
S.C.	362	278	1,306	10,843	11,510	N	0	0	N	N	-	0	4	22	10						
Va.	548	425	840	13,907	14,060	N	0	0	N	N	-	1	8	22	23						
W. Va.	-	58	226	1,936	1,526	N	0	0	N	N	1	0	3	4	4						
E.S. CENTRAL	1,174	1,226	1,850	37,728	36,029	-	0	0	-	-	1	2	8	56	32						
Ala.	-	369	754	11,613	8,894	N	0	0	N	N	-	1	5	32	14						
Ky.	126	1	273	167	-	N	0	0	N	N	-	0	19	-	-						
Miss.	526	378	609	11,107	13,407	-	0	0	-	-	-	0	1	6	-						
Tenn.	522	490	614	14,841	13,728	N	0	0	N	N	1	1	4	18	18						
W.S. CENTRAL	1,331	2,086	3,605	63,088	67,839	-	0	1	-	-	2	3	30	78	61						
Ark.	143	158	340	4,466	5,051	-	0	0	-	-	2	0	2	10	2						
La.	100	277	761	9,278	11,938	-	0	1	-	N	-	0	21	1	4						
Okla.	135	226	2,159	6,704	6,411	N	0	0	N	N	-	1	3	22	29						
Tex.	953	1,358	1,773	42,640	44,439	N	0	0	N	N	-	2	19	45	26						
MOUNTAIN	716	1,055	1,839	28,528	37,612	39	112	452	3,483	1,448	2	2	9	68	75						
Ariz.	504	359	642	10,677	13,166	39	108	448	3,417	1,383	-	0	2	11	7						
Colo.	-	180	482	3,113	8,793	N	0	0	N	N	2	1	3	19	23						
Idaho	-	52	168	1,773	1,395	N	0	0	N	N	-	0	2	7	8						
Mont.	-	42	195	1,464	1,363	N	0	0	N	N	-	0	4	12	12						
Nev.	4	83	432	2,078	4,350	-	1	4	21	43	-	0	1	3	9						
N. Mex.	84	172	338	5,833	5,282	-	0	2	8	13	-	0	3	6	8						
Utah	124	93	136	2,810	2,606	-	1	3	35	7	-	0	3	6	6						
Wyo.	-	26	55	780	657	-	0	2	2	2	-	0	3	4	2						
PACIFIC	1,840	3,290	5,079	97,754	98,846	76	40	1,179	1,505	825	-	3	52	43	203						
Alaska	94	84	152	2,492	2,450	-	0	0	-	-	-	0	2	3	-						
Calif.	1,398	2,547	4,231	76,292	76,812	76	40	1,179	1,505	825	-	0	14	-	123						
Hawaii	-	105	135	3,126	3,249	N	0	0	N	N	-	0	1	1	1						
Oreg.	-	172	315	5,229	5,219	N	0	0	N	N	-	1	20	39	49						
Wash.	348	354	604	10,615	11,116	N	0	0	N	N	-	0	38	-	30						
Amer. Samoa	U	0	46	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	18	37	-	464	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	117	-	-	N	0	0	N	N	N	0	0	N	N						
V.I.	-	1	5	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


