
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending February 14, 2009 (WEEK 06)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	68	181	605	870	976	23	103	169	251	483	4	40	146	61	30						
Nev.	-	0	7	5	1	-	0	4	-	-	-	0	2	-	-						
N. Mex.	-	1	8	1	1	1	0	3	3	4	-	0	1	-	1						
Utah	-	4	17	1	22	-	0	6	-	-	-	0	1	1	-						
Wyo.	-	0	2	-	3	-	0	4	6	1	-	0	2	-	-						
PACIFIC	15	25	80	39	56	-	4	13	9	7	-	0	1	-	-						
Alaska	1	3	21	11	15	-	0	4	2	4	N	0	0	N	N						
Calif.	-	8	23	-	14	-	3	12	7	3	-	0	1	-	-						
Hawaii	1	0	2	2	2	-	0	0	-	-	N	0	0	N	N						
Oreg.	11	3	10	18	13	-	0	2	-	-	-	0	1	-	-						
Wash.	2	5	74	8	12	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	0	-	-	-	1	5	1	4	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


