
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending June 4, 2011 (WEEK 22)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2010
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2010
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2011
Syphillis, primary & secondary cummulative for 2010

tab delimited data:
test
UNITED STATES	143	279	937	6,858	8,595	14	24	101	524	1,038	53	254	354	4,530	5,402						
Mich.	5	13	29	362	391	-	1	4	21	49	-	4	10	76	120						
Ohio	18	25	45	712	693	-	2	7	49	51	-	9	21	148	202						
Wis.	4	9	24	244	282	2	0	3	11	22	-	1	3	17	21						
W.N. CENTRAL	19	6	35	85	458	-	1	5	4	64	-	7	18	124	112						
Iowa	N	0	0	N	N	N	0	0	N	N	-	0	3	8	7						
Kans.	N	0	0	N	N	N	0	0	N	N	-	0	3	5	7						
Minn.	-	4	24	-	362	-	0	5	-	54	-	3	10	56	26						
Mo.	N	0	0	N	N	N	0	0	N	N	-	2	9	53	67						
Nebr.	1	2	9	67	73	-	0	1	4	10	-	0	2	2	5						
N. Dak.	18	0	14	18	23	-	0	1	-	-	-	0	1	-	-						
S. Dak.	N	0	0	N	N	N	0	0	N	N	-	0	1	-	-						
S. ATLANTIC	41	70	170	1,947	2,370	6	7	22	146	289	22	63	166	1,245	1,250						
Del.	-	1	6	29	21	-	0	1	-	-	1	0	4	6	3						
D.C.	-	1	3	27	48	-	0	1	4	7	-	3	8	71	56						
Fla.	20	23	68	800	897	4	3	13	73	114	-	22	44	447	436						
Ga.	15	18	54	399	776	2	2	7	34	90	1	10	118	190	271						
Md.	5	9	32	294	273	-	1	4	14	32	5	8	17	190	101						
N.C.	N	0	0	N	N	N	0	0	N	N	11	7	19	158	209						
S.C.	1	8	25	273	297	-	1	3	16	34	2	3	10	87	56						
Va.	N	0	0	N	N	N	0	0	N	N	2	5	16	96	115						
W. Va.	-	1	48	125	58	-	0	6	5	12	-	0	2	-	3						
E.S. CENTRAL	8	18	36	504	592	1	1	4	29	58	-	14	34	240	371						
Ala.	N	0	0	N	N	N	0	0	N	N	-	3	11	46	113						
Ky.	N	0	0	N	N	N	0	0	N	N	-	2	16	44	49						
Miss.	N	0	0	N	N	N	0	0	N	N	-	3	16	50	84						
Tenn.	8	18	36	504	592	1	1	4	29	58	-	5	11	100	125						
W.S. CENTRAL	17	32	368	1,011	960	1	4	30	90	121	19	36	71	680	819						
Ark.	3	3	26	128	97	1	0	3	11	11	2	3	10	73	108						
La.	-	3	11	97	58	-	0	2	8	16	-	7	36	123	172						
Okla.	N	0	0	N	N	N	0	0	N	N	-	1	6	22	41						
Tex.	14	26	333	786	805	-	3	27	71	94	17	23	33	462	498						
MOUNTAIN	20	31	72	947	1,033	1	3	8	65	151	1	12	24	215	213						
Ariz.	8	11	43	472	512	1	1	5	31	69	-	4	9	72	85						
Colo.	12	9	23	256	295	-	1	3	15	44	-	2	8	47	50						
Idaho	N	0	0	N	N	N	0	0	N	N	-	0	2	3	2						
Mont.	N	0	0	N	N	N	0	0	N	N	-	0	2	1	-						
Nev.	N	0	0	N	N	N	0	0	N	N	1	2	9	59	35						
N. Mex.	-	3	13	139	93	-	0	2	9	13	-	1	4	28	10						
Utah	-	3	8	63	123	-	0	3	10	23	-	0	5	5	31						
Wyo.	-	0	15	17	10	-	0	1	-	2	-	0	0	-	-						
PACIFIC	-	2	11	81	67	-	0	2	6	16	3	51	66	988	956						
Alaska	-	2	11	80	67	-	0	2	6	16	-	0	0	-	3						
Calif.	N	0	0	N	N	N	0	0	N	N	3	41	57	812	820						
Hawaii	-	0	3	1	-	-	0	0	-	-	-	0	5	6	18						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	1	7	37	26						
Wash.	N	0	0	N	N	N	0	0	N	N	-	6	13	133	89						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	5	4	15	91	89						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2010 and 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


