N. Dak.	-	0	1	-	-	-	0	1	-	-	-	0	1	-	-						
S. Dak.	-	0	1	-	-	-	0	1	-	-	-	0	2	-	-						
S. ATLANTIC	6	10	22	21	29	15	55	153	94	87	9	7	16	15	24						
Del.	-	0	2	-	2	-	11	30	12	23	-	0	1	-	-						
D.C.	N	0	0	N	N	N	0	0	N	N	-	0	1	-	1						
Fla.	3	4	11	11	13	2	2	6	4	6	3	1	6	4	11						
Ga.	1	1	4	1	4	-	0	4	-	-	2	1	5	2	-						
Md.	1	2	6	4	2	12	22	91	72	35	3	1	8	8	5						
N.C.	1	1	8	3	4	-	0	13	-	-	-	0	7	-	1						
S.C.	-	0	3	1	2	-	1	3	-	1	-	0	2	-	1						
Va.	-	1	4	1	2	-	15	44	5	16	1	1	4	1	5						
W. Va.	-	0	2	-	-	1	1	10	1	6	-	0	0	-	-						
E.S. CENTRAL	1	2	7	4	4	-	1	5	1	1	-	0	4	1	-						
Ala.	-	0	2	-	1	-	0	2	1	-	-	0	2	-	-						
Ky.	-	0	4	-	1	-	0	4	-	1	-	0	1	-	-						
Miss.	-	0	2	-	-	-	0	1	-	-	-	0	1	-	-						
Tenn.	1	1	3	4	2	-	0	4	-	-	-	0	2	1	-						
W.S. CENTRAL	-	3	12	3	3	-	1	6	-	1	1	1	6	1	2						
Ark.	-	0	3	-	-	-	0	0	-	-	-	0	1	-	-						
La.	-	0	3	2	1	-	0	1	-	1	1	0	2	1	-						
Okla.	-	0	9	-	-	-	0	0	-	-	-	0	4	-	-						
Tex.	-	2	7	1	2	-	1	6	-	-	-	1	5	-	2						
MOUNTAIN	-	2	5	1	6	-	0	4	-	3	-	1	5	-	4						
Ariz.	-	0	3	-	2	-	0	2	-	1	-	0	2	-	-						
Colo.	-	0	3	-	-	-	0	0	-	-	-	0	3	-	2						
Idaho	-	0	2	-	1	-	0	1	-	1	-	0	1	-	1						
Mont.	-	0	1	1	-	-	0	1	-	-	-	0	0	-	-						
Nev.	-	0	2	-	1	-	0	1	-	-	-	0	2	-	1						
N. Mex.	-	0	2	-	-	-	0	1	-	-	-	0	1	-	-						
Utah	-	0	4	-	1	-	0	1	-	1	-	0	2	-	-						
Wyo.	-	0	1	-	1	-	0	1	-	-	-	0	0	-	-						
PACIFIC	-	5	19	26	20	-	2	8	2	11	-	3	8	-	13						
Alaska	-	0	0	-	-	-	0	2	-	-	-	0	1	-	1						
Calif.	-	4	18	25	16	-	1	7	1	11	-	2	7	-	10						
Hawaii	-	0	1	-	-	N	0	0	N	N	-	0	1	-	1						
Oreg.	-	0	2	1	4	-	1	5	1	-	-	0	2	-	1						
Wash.	-	0	5	-	-	-	0	4	-	-	-	0	2	-	-						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						
V.I.	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


