
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending December 22, 2012 (WEEK 51)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia trachomatis infection current week
Chlamydia trachomatis infection previous 52 weeks median 
Chlamydia trachomatis infection previous 52 weeks maximum 
Chlamydia trachomatis infection cummulative for 2012
Chlamydia trachomatis infection cummulative for 2011
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2012
Coccidioidomycosis cummulative for 2011
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2012
Cryptosporidiosis cummulative for 2011

tab delimited data:
test
UNITED STATES	7,261	26,878	29,676	1,303,834	1,385,616	152	327	589	16,840	22,164	46	126	279	6,935	9,124						
Alaska	26	105	150	5,336	5,718	N	0	0	N	N	-	0	1	6	12						
Calif.	437	3,153	3,541	151,624	163,692	4	71	143	3,721	5,585	1	7	15	352	327						
Hawaii	-	121	148	5,630	5,907	N	0	0	N	N	-	0	1	6	1						
Oreg.	-	263	368	13,178	13,531	-	0	1	3	13	-	4	11	214	201						
Wash.	-	462	607	22,666	22,913	-	0	10	-	-	-	1	13	82	80						
Amer. Samoa	-	0	59	59	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	22	22	-	1,049	-	0	0	-	-	-	0	0	-	-						
P.R.	-	108	307	5,848	5,457	N	0	0	N	N	N	0	0	N	N						
V.I.	-	14	29	733	808	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting year 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


