
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending May 9, 2009 (WEEK 18)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	123	237	1,653	3,663	2,579	43	76	119	1,019	1,256	6	40	149	250	128						
W. Va.	-	0	2	5	5	2	1	6	32	35	-	0	1	1	2						
E.S. CENTRAL	4	10	33	200	81	1	3	7	34	54	1	4	23	29	21						
Ala.	2	2	9	52	17	-	0	0	-	-	-	1	8	8	10						
Ky.	1	4	15	86	12	1	1	4	22	10	-	0	1	-	-						
Miss.	-	2	5	17	35	-	0	1	-	1	-	0	3	1	2						
Tenn.	1	2	14	45	17	-	2	6	12	43	1	3	19	20	9						
W.S. CENTRAL	7	37	381	458	201	-	0	9	16	32	-	2	128	11	12						
Ark.	-	2	38	27	22	-	0	6	12	18	-	0	56	3	1						
La.	-	2	7	34	5	-	0	0	-	-	-	0	1	-	2						
Okla.	-	0	40	9	4	-	0	9	4	13	-	0	71	2	3						
Tex.	7	30	303	388	170	-	0	1	-	1	-	1	6	6	6						
MOUNTAIN	8	15	31	284	354	-	2	9	35	19	-	1	3	4	6						
Ariz.	-	3	10	51	93	N	0	0	N	N	-	0	2	1	3						
Colo.	7	3	12	91	59	-	0	0	-	-	-	0	1	-	-						
Idaho	1	1	5	27	15	-	0	2	-	-	-	0	1	-	-						
Mont.	-	0	4	9	58	-	0	4	10	-	-	0	1	1	-						
Nev.	-	0	3	6	12	-	0	5	-	1	-	0	2	-	-						
N. Mex.	-	1	10	28	22	-	0	2	14	14	-	0	1	1	1						
Utah	-	4	19	71	91	-	0	6	-	-	-	0	1	1	2						
Wyo.	-	0	2	1	4	-	0	4	11	4	-	0	2	-	-						
PACIFIC	3	24	98	211	332	-	4	13	62	50	-	0	1	-	1						
Alaska	-	3	21	27	29	-	0	2	8	11	N	0	0	N	N						
Calif.	-	6	24	22	170	-	3	12	54	38	-	0	0	-	-						
Hawaii	-	0	3	8	4	-	0	0	-	-	N	0	0	N	N						
Oreg.	-	3	18	58	47	-	0	2	-	1	-	0	1	-	1						
Wash.	3	6	76	96	82	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	1	-	-	1	5	15	21	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


