
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending February 2, 2008 (WEEK 05)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2008
Pertussis cummulative for 2007
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2008
Rabies, animal cummulative for 2007
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2008
Rocky Mountain Spotted Fever cummulative for 2007

tab delimited data:
test
UNITED STATES	217	175	334	491	859	60	107	191	209	445	3	34	148	17	34						
Ga.	-	0	3	1	8	31	5	12	42	17	1	0	6	3	3						
Md.	2	2	6	8	19	-	8	18	8	35	1	1	4	4	4						
N.C.	-	4	34	18	-	8	9	19	33	28	-	5	96	1	-						
S.C.	-	1	11	3	10	-	0	11	-	7	-	0	7	-	1						
Va.	-	2	11	4	14	5	13	31	49	44	-	2	11	-	2						
W. Va.	-	0	12	-	-	-	0	11	-	6	-	0	3	-	-						
E.S. CENTRAL	1	6	35	19	37	1	3	6	2	10	-	5	16	2	9						
Ala.	-	1	6	4	12	-	0	0	-	-	-	1	10	1	5						
Ky.	-	0	4	2	1	1	0	3	2	4	-	0	2	-	-						
Miss.	-	3	32	10	11	-	0	1	-	-	-	0	2	-	1						
Tenn.	1	1	5	3	13	-	2	6	-	6	-	2	10	1	3						
W.S. CENTRAL	-	20	48	11	15	1	1	23	4	4	-	1	30	-	1						
Ark.	-	1	17	1	-	1	1	3	4	-	-	0	15	-	-						
La.	-	0	2	-	1	-	0	0	-	-	-	0	1	-	-						
Okla.	-	0	26	-	-	-	0	22	-	4	-	0	20	-	-						
Tex.	-	16	33	10	14	-	0	0	-	-	-	1	5	-	1						
MOUNTAIN	2	21	40	19	113	-	3	14	6	4	-	0	4	-	-						
Ariz.	1	3	13	3	32	-	2	12	5	4	-	0	1	-	-						
Colo.	-	6	14	5	40	-	0	0	-	-	-	0	2	-	-						
Idaho	1	0	4	1	7	-	0	0	-	-	-	0	1	-	-						
Mont.	-	1	7	4	5	-	0	3	-	-	-	0	1	-	-						
Nev.	-	0	6	-	4	-	0	2	-	-	-	0	0	-	-						
N. Mex.	-	1	7	-	5	-	0	2	-	-	-	0	1	-	-						
Utah	-	6	27	6	12	-	0	2	-	-	-	0	0	-	-						
Wyo.	-	0	2	-	8	-	0	4	1	-	-	0	2	-	-						
PACIFIC	4	14	124	16	46	-	4	10	7	12	-	0	2	-	-						
Alaska	1	0	6	5	8	-	0	6	4	8	N	0	0	N	N						
Calif.	-	6	24	-	26	-	3	8	3	4	-	0	2	-	-						
Hawaii	-	0	1	-	2	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	1	14	5	8	-	0	3	-	-	-	0	1	-	-						
Wash.	3	3	106	6	2	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	-	-	-	0	5	1	6	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


