
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending January 26, 2013 (WEEK 04)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia trachomatis infection current week
Chlamydia trachomatis infection previous 52 weeks median 
Chlamydia trachomatis infection previous 52 weeks maximum 
Chlamydia trachomatis infection cummulative for 2013
Chlamydia trachomatis infection cummulative for 2012
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2013
Coccidioidomycosis cummulative for 2012
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2013
Cryptosporidiosis cummulative for 2012

tab delimited data:
test
UNITED STATES	14,049	27,349	30,672	75,051	106,820	10	274	551	81	1,573	50	125	279	221	427						
Ohio	225	1,025	1,189	2,330	4,117	-	0	2	-	3	13	10	28	24	46						
Wis.	260	469	551	1,520	1,860	-	0	0	-	-	1	8	41	13	28						
W.N. CENTRAL	130	1,545	1,788	2,858	6,753	-	2	8	-	7	5	16	41	24	41						
Iowa	6	213	274	419	1,117	N	0	0	N	N	-	5	22	5	19						
Kans.	39	207	292	479	1,055	N	0	0	N	N	-	1	4	-	2						
Minn.	-	313	365	-	1,386	-	2	7	-	7	-	0	0	-	-						
Mo.	55	545	657	1,231	2,147	-	0	1	-	-	5	4	12	11	8						
Nebr.	-	134	195	421	551	-	0	1	-	-	-	2	10	6	2						
N. Dak.	1	51	73	71	208	-	0	0	-	-	-	0	3	-	2						
S. Dak.	29	73	106	237	289	N	0	0	N	N	-	2	6	2	8						
S. ATLANTIC	4,191	5,318	6,337	17,694	21,105	-	0	1	-	-	19	20	59	64	78						
Del.	189	83	322	608	245	-	0	1	-	-	-	0	4	-	1						
D.C.	-	133	239	297	529	-	0	0	-	-	N	0	0	N	N						
Fla.	952	1,510	1,729	4,862	5,770	N	0	0	N	N	6	9	24	21	27						
Ga.	776	959	1,230	3,182	4,043	N	0	0	N	N	4	4	15	12	20						
Md.	235	441	1,128	966	1,122	-	0	1	-	-	1	2	5	5	12						
N.C.	790	889	1,771	2,843	4,079	N	0	0	N	N	4	0	29	13	-						
S.C.	569	514	908	1,944	2,219	N	0	0	N	N	4	1	4	8	8						
Va.	594	669	903	2,654	2,762	N	0	0	N	N	-	3	6	5	9						
W. Va.	86	91	149	338	336	N	0	0	N	N	-	0	1	-	1						
E.S. CENTRAL	516	1,987	2,647	2,264	7,973	-	0	0	-	-	3	5	14	11	21						
Ala.	-	577	862	-	2,092	N	0	0	N	N	1	2	6	8	9						
Ky.	242	336	787	985	873	N	0	0	N	N	-	1	4	-	1						
Miss.	274	415	792	1,279	2,393	N	0	0	N	N	-	0	4	1	4						
Tenn.	-	637	827	-	2,615	N	0	0	N	N	2	1	5	2	7						
W.S. CENTRAL	2,512	3,301	4,357	11,507	11,470	-	0	1	-	-	-	9	20	16	25						
Ark.	262	329	412	1,182	1,333	N	0	0	N	N	-	1	5	1	2						
La.	444	454	1,316	1,426	584	-	0	1	-	-	-	2	7	7	8						
Okla.	192	80	705	466	337	N	0	0	N	N	-	2	6	3	2						
Tex.	1,614	2,474	3,482	8,433	9,216	N	0	0	N	N	-	4	17	5	13						
MOUNTAIN	950	1,788	2,071	5,056	6,499	-	201	440	3	1,060	2	11	44	10	34						
Ariz.	-	597	872	969	2,247	-	194	438	1	1,048	-	1	4	1	-						
Colo.	318	424	556	1,541	1,572	N	0	0	N	N	1	1	7	2	4						
Idaho	129	85	157	291	318	N	0	0	N	N	1	3	25	3	10						
Mont.	54	76	108	241	288	-	0	1	-	-	-	1	4	-	5						
Nev.	182	214	325	684	404	-	2	7	2	6	-	0	2	1	2						
N. Mex.	234	222	463	971	847	-	0	4	-	2	-	1	7	2	5						
Utah	33	150	179	331	693	-	1	4	-	4	-	2	20	1	5						
Wyo.	-	35	62	28	130	-	0	2	-	-	-	0	4	-	3						
PACIFIC	1,736	4,183	4,916	11,881	16,473	10	70	143	77	500	1	13	25	20	44						
Alaska	24	105	150	366	458	N	0	0	N	N	-	0	1	-	-						
Calif.	1,069	3,224	3,816	9,208	12,907	10	70	143	77	499	-	7	15	14	29						
Hawaii	-	121	148	156	455	N	0	0	N	N	-	0	1	-	1						
Oreg.	292	260	368	871	1,058	-	0	1	-	1	-	3	11	5	14						
Wash.	351	462	607	1,280	1,595	-	0	0	-	-	1	1	12	1	-						
Amer. Samoa	-	0	59	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	62	111	307	258	314	N	0	0	N	N	N	0	0	N	N						
V.I.	-	15	29	-	54	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


