
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending April 7, 2007 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2007
Pertussis cummulative for 2006
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2007
Rabies, animal cummulative for 2006
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2007
Rocky Mountain Spotted Fever cummulative for 2006

tab delimited data:
test
UNITED STATES	53	246	898	1,666	3,784	74	105	173	840	1,326	7	29	118	107	283						
Ariz.	4	6	28	61	189	3	2	10	15	29	-	0	2	-	-						
Colo.	-	8	26	96	360	-	0	0	-	-	-	0	1	-	-						
Idaho	1	1	7	11	25	-	0	24	-	-	-	0	3	1	-						
Mont.	-	1	8	10	32	-	0	2	-	-	-	0	2	-	-						
Nev.	-	0	9	3	15	-	0	1	-	-	-	0	1	-	-						
N. Mex.	-	2	8	12	25	-	0	2	-	1	-	0	2	-	-						
Utah	5	12	39	116	284	-	0	1	1	-	-	0	2	-	-						
Wyo.	-	1	8	11	15	-	0	2	-	-	-	0	1	-	-						
PACIFIC	5	33	229	64	429	8	4	12	46	39	-	0	1	-	-						
Alaska	-	1	8	8	27	2	0	6	22	7	N	0	0	N	N						
Calif.	-	22	226	-	242	6	3	11	24	32	-	0	1	-	-						
Hawaii	-	1	7	6	38	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	1	6	18	48	-	0	4	-	-	-	0	1	-	-						
Wash.	5	4	46	32	74	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	-	-	-	-	-	-	-	-	-	N	-	-	N	N						
P.R.	-	0	1	-	-	-	1	6	15	28	N	0	0	N	N						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


