
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 21, 2007 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2007
Chlamydia† cummulative for 2006
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2007
Coccidioidomycosis cummulative for 2006
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2007
Cryptosporidiosis cummulative for 2006

tab delimited data:
test
UNITED STATES	10,581	19,795	23,587	280,210	306,967	132	151	649	2,452	2,551	26	69	301	685	778						
Minn.	-	241	314	2,952	4,066	-	0	54	-	-	2	2	25	28	43						
Mo.	-	440	628	5,220	6,886	-	0	1	3	-	-	2	21	19	26						
Nebr.	-	99	180	1,260	1,602	N	0	0	N	N	-	1	16	6	5						
N. Dak.	-	29	64	387	607	N	0	0	N	N	-	0	1	1	1						
S. Dak.	37	50	84	753	779	N	0	0	N	N	-	1	7	17	9						
S. ATLANTIC	2,460	3,672	6,115	45,861	58,119	-	0	1	1	2	11	17	68	195	182						
Del.	50	69	111	1,088	1,115	N	0	0	N	N	-	0	3	2	-						
D.C.	72	67	161	1,551	861	-	0	0	-	-	-	0	2	3	5						
Fla.	-	960	1,187	3,300	14,346	N	0	0	N	N	3	8	32	93	72						
Ga.	-	708	3,022	7,608	10,004	N	0	0	N	N	2	5	12	52	54						
Md.	812	345	961	6,884	5,441	-	0	1	1	2	2	0	2	7	6						
N.C.	507	624	1,772	9,355	11,111	-	0	0	-	-	3	0	11	13	25						
S.C.	447	395	2,105	7,770	7,102	N	0	0	N	N	-	1	14	12	5						
Va.	542	470	685	7,623	7,270	N	0	0	N	N	1	1	5	11	13						
W. Va.	30	54	96	682	869	N	0	0	N	N	-	0	3	2	2						
E.S. CENTRAL	656	1,473	2,093	23,284	23,789	-	0	0	-	-	-	3	14	31	24						
Ala.	-	421	539	5,436	7,882	N	0	0	N	N	-	0	11	12	8						
Ky.	219	126	691	2,055	3,122	N	0	0	N	N	-	1	3	9	8						
Miss.	-	401	959	6,777	5,061	N	0	0	N	N	-	0	5	5	1						
Tenn.	437	531	706	9,016	7,724	N	0	0	N	N	-	1	5	5	7						
W.S. CENTRAL	1,680	2,180	3,027	32,037	34,408	-	0	1	-	-	-	5	45	29	39						
Ark.	193	157	337	2,635	2,506	N	0	0	N	N	-	0	2	2	5						
La.	26	303	610	3,722	5,445	-	0	1	-	-	-	1	9	11	-						
Okla.	270	263	473	4,076	3,164	N	0	0	N	N	-	1	4	11	10						
Tex.	1,191	1,427	1,910	21,604	23,293	N	0	0	N	N	-	2	36	5	24						
MOUNTAIN	246	1,238	2,018	13,349	19,690	114	101	296	1,729	1,950	4	4	39	39	29						
Ariz.	38	431	993	2,997	5,893	114	99	296	1,693	1,894	3	0	3	10	4						
Colo.	49	315	416	1,874	4,772	N	0	0	N	N	-	1	7	11	7						
Idaho	43	49	253	1,175	1,058	N	0	0	N	N	1	0	5	3	3						
Mont.	12	51	144	736	737	N	0	0	N	N	-	0	26	3	5						
Nev.	-	107	397	2,234	2,012	-	1	3	12	25	-	0	1	1	3						
N. Mex.	26	181	324	2,591	3,214	-	0	3	5	5	-	0	5	6	2						
Utah	78	96	200	1,384	1,558	-	1	4	19	24	-	0	3	1	5						
Wyo.	-	28	54	358	446	-	0	0	-	2	-	0	11	4	-						
PACIFIC	1,815	3,376	4,069	50,788	52,275	18	53	299	709	588	-	1	5	17	21						
Alaska	85	86	157	1,265	1,269	N	0	0	N	N	-	0	1	-	-						
Calif.	937	2,669	3,255	39,544	40,604	18	53	299	709	588	-	0	0	-	-						
Hawaii	-	107	130	1,510	1,807	N	0	0	N	N	-	0	1	-	-						
Oreg.	172	161	394	2,913	2,974	N	0	0	N	N	-	1	4	17	21						
Wash.	621	350	548	5,556	5,621	N	0	0	N	N	-	0	0	-	-						
Amer. Samoa	U	0	46	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	137	114	236	2,274	1,394	N	0	0	N	N	N	0	0	N	N						
V.I.	U	4	9	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


