
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending March 25, 2006 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2006
Chlamydia† cummulative for 2005
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2006
Coccidioidomycosis cummulative for 2005
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2006
Cryptosporidiosis cummulative for 2005

tab delimited data:
test
UNITED STATES	12,726	18,476	25,166	184,641	218,643	130	105	1,203	1,972	1,012	25	69	849	489	412						
W.S. CENTRAL	1,533	1,953	3,373	20,018	27,301	-	0	1	-	-	-	3	30	26	14						
Ark.	197	170	340	1,836	2,012	-	0	0	-	-	-	0	1	1	-						
La.	288	221	760	1,150	4,240	N	0	1	N	N	-	0	21	4	2						
Okla.	246	226	2,160	2,333	2,337	N	0	0	N	N	-	1	10	11	6						
Tex.	802	1,324	1,699	14,699	18,712	N	0	0	N	N	-	1	10	10	6						
MOUNTAIN	405	1,104	1,705	9,460	14,236	109	76	229	1,539	595	2	2	9	18	29						
Ariz.	280	314	537	3,753	5,001	109	75	225	1,515	566	-	0	1	2	3						
Colo.	125	282	480	1,396	3,459	N	0	0	N	N	1	1	3	4	8						
Idaho	-	45	235	450	391	N	0	0	N	N	-	0	2	1	1						
Mont.	-	42	181	273	541	N	0	0	N	N	1	0	3	4	-						
Nev.	-	136	448	1,102	1,722	-	1	4	14	22	-	0	1	1	5						
N. Mex.	-	152	338	1,755	1,860	-	0	2	-	5	-	0	3	-	6						
Utah	-	87	138	459	1,009	-	0	3	8	2	-	0	3	6	4						
Wyo.	-	23	43	272	253	-	0	2	2	-	-	0	1	-	2						
PACIFIC	1,929	3,175	4,864	32,837	37,958	21	28	1,114	422	412	-	6	50	13	66						
Alaska	50	77	121	759	861	-	0	0	-	-	-	0	2	-	-						
Calif.	1,214	2,450	4,099	24,894	29,191	21	28	1,114	422	412	-	3	14	-	53						
Hawaii	-	105	133	1,089	1,262	N	0	0	N	N	-	0	1	-	-						
Oreg.	205	171	315	1,797	2,115	N	0	0	N	N	-	1	20	13	8						
Wash.	460	359	604	4,298	4,529	N	0	0	N	N	-	0	36	-	5						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	77	141	1,047	899	N	0	0	N	N	N	0	0	N	N						
V.I.	-	3	8	-	105	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


