
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending October 27, 2012 (WEEK 43)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2012
Shigellosis cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011

tab delimited data:
test
UNITED STATES	235	278	426	11,025	10,346	-	4	10	154	204	25	60	350	3,390	1,909						
S. Dak.	-	0	3	11	4	-	0	0	-	1	-	0	1	1	-						
S. ATLANTIC	40	61	135	2,501	3,161	-	1	5	59	118	17	12	143	964	443						
Del.	-	0	2	15	6	-	0	0	-	-	-	0	2	22	20						
D.C.	-	0	6	17	21	-	0	0	-	1	-	0	1	1	2						
Fla.	31	37	66	1,550	2,182	-	0	1	3	2	1	0	3	27	6						
Ga.	7	13	21	517	538	-	0	3	34	87	-	0	0	-	-						
Md.	1	4	15	203	82	-	0	1	1	3	-	0	3	25	23						
N.C.	1	2	10	107	191	-	0	4	10	11	16	0	133	454	190						
S.C.	-	0	54	18	52	-	0	1	7	11	-	0	5	35	21						
Va.	-	1	7	72	84	-	0	1	4	3	-	5	35	400	177						
W. Va.	-	0	1	2	5	-	0	0	-	-	-	0	0	-	4						
E.S. CENTRAL	10	21	52	950	738	-	0	2	11	12	3	12	56	849	330						
Ala.	6	7	22	260	208	-	0	1	3	4	-	2	11	134	64						
Ky.	-	6	21	304	198	-	0	1	3	1	-	0	7	55	-						
Miss.	1	5	24	233	162	-	0	1	1	1	-	0	2	4	21						
Tenn.	3	3	10	153	170	-	0	1	4	6	3	8	50	656	245						
W.S. CENTRAL	48	51	189	1,980	2,547	-	0	6	4	14	5	12	292	788	575						
Ark.	2	1	7	69	82	-	0	1	2	9	1	9	65	693	477						
La.	2	4	17	148	405	-	0	0	-	-	-	0	1	5	9						
Okla.	25	7	55	414	133	-	0	5	1	3	3	0	260	52	66						
Tex.	19	35	122	1,349	1,927	-	0	1	1	2	1	1	13	38	23						
MOUNTAIN	6	11	30	520	759	-	0	3	10	25	-	1	5	44	53						
Ariz.	5	7	18	293	360	-	0	3	10	24	-	0	4	28	34						
Colo.	-	1	19	56	74	-	0	0	-	-	-	0	1	2	2						
Idaho	-	0	2	8	16	-	0	0	-	-	-	0	2	3	1						
Mont.	-	0	2	11	119	-	0	0	-	-	-	0	1	1	1						
Nev.	1	0	8	48	30	-	0	0	-	-	-	0	0	-	2						
N. Mex.	-	1	7	73	107	-	0	0	-	-	-	0	1	4	-						
Utah	-	0	4	27	51	-	0	0	-	1	-	0	1	4	5						
Wyo.	-	0	3	4	2	-	0	0	-	-	-	0	2	2	8						
PACIFIC	24	16	50	818	963	-	0	3	13	2	-	0	3	8	5						
Alaska	-	0	2	8	5	N	0	0	N	N	N	0	0	N	N						
Calif.	24	11	50	617	785	-	0	3	13	2	-	0	1	7	4						
Hawaii	-	0	3	21	43	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	1	10	77	54	-	0	0	-	-	-	0	1	1	1						
Wash.	-	2	10	95	76	-	0	1	-	-	-	0	3	-	-						
Amer. Samoa	-	0	3	5	1	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	1	-	15	N	0	0	N	N	N	0	0	N	N						
P.R.	-	0	0	-	6	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting year 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Illnesses with similar clinical presentation that result from Spotted fever group rickettsia infections are reported as Spotted fever rickettsiosis. Rocky Mountain Spotted Fever (RMSF) caused by Rickettsia rickettsii, is the most common and well-known spotted fever.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


