
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending January 10, 2009 (WEEK 01)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2009
Chlamydia† cummulative for 2008
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2009
Coccidioidomycosis cummulative for 2008
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2009
Cryptosporidiosis cummulative for 2008

tab delimited data:
test
UNITED STATES	8,115	21,476	25,221	8,115	13,869	103	122	322	103	308	20	100	431	20	85						
W.S. CENTRAL	329	2,781	3,530	329	1,901	-	0	1	-	-	-	5	155	-	-						
Ark.	329	276	455	329	118	N	0	0	N	N	-	0	6	-	-						
La.	-	417	775	-	132	-	0	1	-	-	-	1	5	-	-						
Okla.	-	157	392	-	232	N	0	0	N	N	-	1	16	-	-						
Tex.	-	1,947	2,343	-	1,419	N	0	0	N	N	-	2	140	-	-						
MOUNTAIN	889	1,264	1,804	889	828	71	86	182	71	90	-	8	37	-	4						
Ariz.	283	470	650	283	261	71	86	181	71	89	-	1	9	-	2						
Colo.	279	238	579	279	207	N	0	0	N	N	-	1	12	-	-						
Idaho	-	65	314	-	69	N	0	0	N	N	-	1	5	-	1						
Mont.	12	59	87	12	36	N	0	0	N	N	-	1	3	-	-						
Nev.	89	177	415	89	110	-	0	6	-	1	-	0	1	-	-						
N. Mex.	194	130	455	194	85	-	0	3	-	-	-	1	23	-	1						
Utah	6	107	253	6	60	-	0	3	-	-	-	0	6	-	-						
Wyo.	26	31	58	26	-	-	0	1	-	-	-	0	4	-	-						
PACIFIC	1,200	3,663	4,231	1,200	2,377	32	32	159	32	217	1	8	18	1	3						
Alaska	45	85	137	45	11	N	0	0	N	N	-	0	1	-	-						
Calif.	866	2,875	3,301	866	1,876	32	32	159	32	217	-	5	14	-	1						
Hawaii	5	103	161	5	56	N	0	0	N	N	-	0	1	-	-						
Oreg.	-	191	631	-	134	N	0	0	N	N	1	1	4	1	2						
Wash.	284	356	634	284	300	N	0	0	N	N	-	1	11	-	-						
Amer. Samoa	-	0	20	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	4	24	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	53	116	333	53	-	N	0	0	N	N	N	0	0	N	N						
V.I.	-	13	23	-	6	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


