Wis.	-	2	24	199	212	N	0	0	N	N	-	0	0	-	1						
W.N. CENTRAL	4	13	151	685	1,191	7	4	13	251	298	3	5	35	435	193						
Iowa	-	2	14	132	311	1	0	3	32	57	-	0	4	14	5						
Kans.	-	2	12	122	287	-	2	7	101	75	-	0	1	1	1						
Minn.	1	0	119	211	161	6	0	5	38	39	1	0	1	2	3						
Mo.	3	2	9	91	295	-	0	3	38	66	2	5	29	400	159						
Nebr.	-	1	12	64	91	-	0	0	-	-	-	0	2	14	25						
N. Dak.	-	0	18	8	25	-	0	6	21	24	-	0	0	-	-						
S. Dak.	-	1	7	57	21	-	0	2	21	37	-	0	1	4	-						
S. ATLANTIC	8	16	163	855	1,036	15	39	76	1,934	2,181	16	12	112	903	1,134						
Del.	-	0	2	11	3	-	0	0	-	-	-	0	2	15	21						
D.C.	-	0	1	2	6	-	0	0	-	-	-	0	1	1	1						
Fla.	5	4	18	203	197	-	0	29	110	176	-	0	4	21	15						
Ga.	-	0	4	27	97	8	3	34	258	253	-	0	5	35	53						
Md.	1	2	8	109	138	-	7	18	327	396	1	1	7	64	85						
N.C.	-	4	112	288	177	7	9	19	459	497	15	4	96	578	815						
S.C.	-	2	8	67	180	-	0	11	46	168	-	1	7	60	39						
Va.	2	2	11	118	195	-	13	31	658	586	-	2	11	124	102						
W. Va.	-	0	19	30	43	-	0	11	76	105	-	0	3	5	3						
E.S. CENTRAL	2	6	35	395	330	-	3	9	140	235	1	4	16	252	360						
Ala.	-	1	18	81	84	-	0	2	-	79	-	2	9	88	85						
Ky.	-	0	4	23	58	-	0	3	18	28	-	0	2	5	3						
Miss.	-	1	32	214	35	-	0	1	1	4	-	0	2	14	9						
Tenn.	2	1	7	77	153	-	2	7	121	124	1	2	10	145	263						
W.S. CENTRAL	28	19	226	932	833	-	1	23	76	939	1	1	168	179	117						
Ark.	-	1	17	135	91	-	0	2	31	31	-	0	53	92	51						
La.	-	0	1	16	24	-	0	1	-	6	-	0	1	2	5						
Okla.	26	0	36	49	19	-	0	22	45	61	1	0	108	49	29						
Tex.	2	16	174	732	699	-	0	14	-	841	-	1	7	36	32						
MOUNTAIN	25	21	61	1,056	2,373	-	3	14	210	210	-	0	4	33	46						
Ariz.	-	4	13	194	491	-	2	12	145	137	-	0	1	7	11						
Colo.	14	6	14	291	694	-	0	0	-	-	-	0	2	4	4						
Idaho	2	0	5	40	85	-	0	0	-	24	-	0	1	4	14						
Mont.	-	0	7	41	114	-	0	3	19	15	-	0	1	1	2						
Nev.	-	0	3	12	71	-	0	1	2	5	-	0	0	-	-						
N. Mex.	-	1	7	66	133	-	0	2	10	10	-	0	1	4	8						
Utah	9	7	47	390	709	-	0	2	16	11	-	0	1	1	-						
Wyo.	-	0	4	22	76	-	0	4	18	8	-	0	2	12	7						
PACIFIC	5	11	547	595	1,795	3	4	10	210	238	-	0	3	8	2						
Alaska	-	0	8	50	89	-	0	6	39	16	N	0	0	N	N						
Calif.	-	3	167	160	1,519	3	3	8	159	197	-	0	3	6	-						
Hawaii	-	0	1	4	86	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	2	14	111	101	-	0	3	12	25	-	0	1	2	2						
Wash.	5	3	377	270	-	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	1	-	63	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	1	3	-	1	5	47	76	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


