Va.	-	2	11	123	210	-	13	31	701	618	8	2	11	137	110						
W. Va.	-	0	19	30	47	-	0	11	77	114	-	0	3	5	3						
E.S. CENTRAL	-	5	35	410	352	3	3	6	146	243	-	4	16	257	367						
Ala.	-	1	18	82	88	-	0	1	-	83	-	2	10	92	91						
Ky.	-	0	4	27	59	3	0	3	21	28	-	0	2	5	3						
Miss.	-	1	32	221	37	-	0	1	1	4	-	0	2	14	9						
Tenn.	-	1	5	80	168	-	3	6	124	128	-	2	10	146	264						
W.S. CENTRAL	7	19	226	1,001	928	-	1	23	79	980	2	1	168	197	120						
Ark.	-	1	17	137	96	-	1	2	33	32	-	0	53	101	51						
La.	-	0	2	19	24	-	0	0	-	7	-	0	1	3	5						
Okla.	1	0	36	50	28	-	0	22	46	66	1	0	108	54	31						
Tex.	6	15	174	795	780	-	0	14	-	875	1	1	7	39	33						
MOUNTAIN	6	21	61	1,099	2,440	-	3	14	228	212	-	0	4	37	46						
Ariz.	-	4	13	199	504	-	2	12	150	139	-	0	2	11	11						
Colo.	6	6	14	306	707	-	0	0	-	-	-	0	2	4	4						
Idaho	-	1	5	42	86	-	0	0	-	24	-	0	1	4	14						
Mont.	-	0	7	43	114	-	0	3	20	15	-	0	1	1	2						
Nev.	-	0	3	14	71	-	0	2	8	5	-	0	0	-	-						
N. Mex.	-	1	7	70	146	-	0	2	14	10	-	0	1	4	8						
Utah	-	7	47	402	732	-	0	2	16	11	-	0	1	1	-						
Wyo.	-	0	4	23	80	-	0	4	20	8	-	0	2	12	7						
PACIFIC	1	12	547	694	1,869	1	4	10	215	243	-	0	3	8	2						
Alaska	1	0	8	51	91	1	0	6	41	17	N	0	0	N	N						
Calif.	-	4	167	244	1,582	-	3	8	162	201	-	0	3	6	-						
Hawaii	-	0	1	4	87	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	2	14	112	109	-	0	3	12	25	-	0	1	2	2						
Wash.	-	3	377	283	-	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	64	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	1	3	-	0	5	47	77	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


