Del.	-	0	2	-	-	-	0	2	-	2	-	0	2	1	-						
D.C.	-	0	1	-	-	-	0	2	3	3	-	0	2	4	2						
Fla.	-	1	31	15	36	12	21	66	231	156	8	5	12	86	71						
Ga.	-	0	6	-	8	6	12	37	178	106	7	4	9	79	55						
Md.	-	1	5	-	7	3	2	8	33	17	8	4	12	78	66						
N.C.	2	1	11	13	9	7	2	22	56	44	-	1	13	34	25						
S.C.	-	0	2	2	-	-	2	9	32	31	-	1	6	24	14						
Va.	-	2	9	-	5	-	2	9	9	18	-	2	11	24	13						
W. Va.	-	0	2	-	-	-	0	1	-	-	-	0	5	6	3						
E.S. CENTRAL	-	2	12	9	14	5	17	50	121	327	4	4	10	69	58						
Ala.	-	0	3	-	3	5	3	20	30	70	N	0	0	N	N						
Ky.	-	1	9	7	3	-	6	31	50	20	-	1	4	15	14						
Miss.	-	0	2	-	-	-	2	7	20	25	-	0	0	-	-						
Tenn.	-	1	4	19	8	-	4	46	21	212	4	3	9	54	44						
W.S. CENTRAL	-	2	32	2	14	3	65	244	211	569	-	6	48	79	79						
Ark.	-	0	2	1	2	1	1	9	24	14	-	0	2	3	6						
La.	-	0	2	-	6	-	2	11	28	35	-	0	2	5	4						
Okla.	-	0	3	1	1	-	10	41	23	117	-	2	12	51	46						
Tex.	-	1	32	7	5	2	50	237	136	403	-	3	41	20	23						
MOUNTAIN	2	5	16	25	42	11	17	48	164	140	14	12	43	240	212						
Ariz.	2	0	4	10	4	3	9	29	87	59	7	4	28	126	84						
Colo.	-	1	6	11	10	7	3	18	28	23	5	3	10	63	77						
Idaho	1	1	8	4	7	-	0	4	4	-	-	0	2	3	1						
Mont.	-	0	2	-	1	-	0	1	-	1	-	0	0	-	-						
Nev.	-	0	3	-	9	-	1	6	12	23	-	0	6	-	-						
N. Mex.	-	0	3	2	2	-	2	9	19	23	1	1	6	22	22						
Utah	-	1	7	2	8	1	1	4	13	11	1	2	6	24	27						
Wyo.	-	0	3	-	1	-	0	1	1	-	-	0	1	2	1						
PACIFIC	2	6	52	27	19	19	39	145	367	450	1	2	8	21	28						
Alaska	-	0	2	-	2	1	0	1	2	6	-	0	0	-	-						
Calif.	2	1	11	19	8	12	32	103	269	402	-	0	0	-	-						
Hawaii	-	0	4	2	3	-	1	4	10	7	1	2	8	21	28						
Oreg.	1	2	47	14	1	2	1	28	51	24	N	0	0	N	N						
Wash.	-	1	41	6	5	4	2	41	35	11	N	0	0	N	N						
Amer. Samoa	U	0	0	U	U	U	0	2	U	1	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	1	-	0	0	-	-						
P.R.	-	0	1	-	1	-	0	1	-	-	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes E. choli O157:H7; Shiga toxin positive, serogroup non-O157; and Shiga toxin positive, not serogrouped.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


