
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending February 2, 2013 (WEEK 05)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia trachomatis infection current week
Chlamydia trachomatis infection previous 52 weeks median 
Chlamydia trachomatis infection previous 52 weeks maximum 
Chlamydia trachomatis infection cummulative for 2013
Chlamydia trachomatis infection cummulative for 2012
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2013
Coccidioidomycosis cummulative for 2012
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2013
Cryptosporidiosis cummulative for 2012

tab delimited data:
test
UNITED STATES	13,116	26,812	30,342	96,194	134,998	53	277	552	151	1,945	59	125	280	317	543						
E.S. CENTRAL	847	1,978	2,647	3,110	10,620	-	0	0	-	-	-	5	14	13	28						
Ala.	-	572	862	-	2,816	N	0	0	N	N	-	2	6	10	12						
Ky.	340	336	787	1,324	1,232	N	0	0	N	N	-	1	4	-	3						
Miss.	507	411	792	1,786	3,185	N	0	0	N	N	-	0	4	1	4						
Tenn.	-	633	784	-	3,387	N	0	0	N	N	-	1	5	2	9						
W.S. CENTRAL	829	3,309	4,357	12,335	15,268	-	0	1	-	-	3	9	24	31	35						
Ark.	355	327	394	1,537	1,690	N	0	0	N	N	-	1	5	1	2						
La.	258	468	1,316	1,684	693	-	0	1	-	-	1	2	7	19	9						
Okla.	216	81	700	681	1,037	N	0	0	N	N	-	2	6	3	4						
Tex.	-	2,469	3,482	8,433	11,848	N	0	0	N	N	2	4	21	8	20						
MOUNTAIN	1,056	1,781	2,071	6,345	8,361	38	193	440	42	1,319	1	12	45	13	45						
Ariz.	-	597	872	969	2,766	34	190	438	36	1,298	-	1	4	1	1						
Colo.	344	420	556	1,896	2,092	N	0	0	N	N	-	1	7	2	5						
Idaho	101	86	157	392	446	N	0	0	N	N	-	3	25	3	10						
Mont.	69	74	109	312	370	-	0	1	-	-	1	1	4	1	5						
Nev.	260	214	325	957	547	4	1	7	6	7	-	0	2	1	2						
N. Mex.	265	225	463	1,391	1,118	-	0	4	-	6	-	1	7	2	12						
Utah	17	150	179	400	852	-	1	4	-	6	-	2	20	3	7						
Wyo.	-	34	62	28	170	-	0	2	-	2	-	0	4	-	3						
PACIFIC	2,082	4,168	4,922	16,332	20,965	15	69	132	106	611	5	13	25	29	54						
Alaska	27	105	150	479	567	N	0	0	N	N	-	0	1	-	-						
Calif.	1,430	3,225	3,875	12,905	16,340	15	69	132	106	610	5	7	15	21	36						
Hawaii	-	121	148	156	602	N	0	0	N	N	-	0	1	-	2						
Oreg.	277	260	368	1,164	1,342	-	0	1	-	1	-	4	11	7	16						
Wash.	348	462	607	1,628	2,114	-	0	0	-	-	-	1	12	1	-						
Amer. Samoa	-	0	59	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	119	108	307	375	569	N	0	0	N	N	N	0	0	N	N						
V.I.	-	14	29	-	74	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


