Nebr.	-	0	2	6	2	-	0	2	-	-	-	0	1	1	1						
N. Dak.	-	0	1	-	1	-	0	1	-	-	-	0	1	-	-						
S. Dak.	-	0	2	2	2	-	0	1	-	1	-	0	2	1	-						
S. ATLANTIC	1	11	27	110	127	20	65	234	454	621	5	7	15	93	78						
Del.	-	0	2	-	6	4	10	30	88	141	-	0	1	-	1						
D.C.	N	0	0	N	N	N	0	0	N	N	-	0	1	-	2						
Fla.	1	4	11	49	53	3	2	7	18	30	1	1	3	19	21						
Ga.	-	1	4	10	14	-	0	4	7	7	-	1	6	12	9						
Md.	-	2	6	16	18	6	28	97	233	287	3	2	8	40	17						
N.C.	-	1	8	15	7	-	0	33	12	7	-	0	8	8	7						
S.C.	-	0	3	3	4	-	0	3	-	8	-	0	2	1	3						
Va.	-	2	4	16	15	7	18	182	85	134	1	1	4	13	16						
W. Va.	-	0	3	1	10	-	1	10	11	7	-	0	1	-	2						
E.S. CENTRAL	2	2	7	22	26	-	1	5	11	13	-	0	4	7	5						
Ala.	-	0	2	4	6	-	0	2	4	5	-	0	2	1	2						
Ky.	-	0	4	4	6	-	0	4	5	4	-	0	2	3	2						
Miss.	-	0	2	3	3	-	0	0	-	1	-	0	1	-	1						
Tenn.	2	1	3	11	11	-	0	4	2	3	-	0	2	3	-						
W.S. CENTRAL	2	4	36	42	32	-	1	14	4	6	-	2	38	9	18						
Ark.	2	0	3	5	3	-	0	0	-	-	-	0	1	-	2						
La.	-	0	3	10	4	-	0	1	-	1	-	0	2	2	1						
Okla.	-	0	9	-	-	-	0	0	-	-	-	0	4	2	4						
Tex.	-	3	26	27	25	-	1	14	4	5	-	1	36	5	11						
MOUNTAIN	-	2	7	30	27	-	0	5	6	6	-	1	6	4	14						
Ariz.	-	0	3	8	8	-	0	2	-	1	-	0	3	1	1						
Colo.	-	0	3	5	8	-	0	0	-	-	-	0	3	-	4						
Idaho	-	0	2	3	2	-	0	3	5	2	-	0	1	-	2						
Mont.	-	0	1	1	1	-	0	2	-	-	-	0	0	-	-						
Nev.	-	0	2	4	4	-	0	2	-	1	-	0	1	3	4						
N. Mex.	-	0	2	4	-	-	0	1	-	-	-	0	1	-	1						
Utah	-	0	5	5	3	-	0	1	1	1	-	0	2	-	2						
Wyo.	-	0	1	-	1	-	0	1	-	1	-	0	0	-	-						
PACIFIC	1	3	15	55	50	-	2	8	19	40	1	2	7	15	30						
Alaska	-	0	1	-	-	-	0	1	-	3	1	0	1	1	2						
Calif.	1	2	10	37	37	-	1	4	7	21	-	1	5	9	26						
Hawaii	-	0	1	2	-	N	0	0	N	N	-	0	1	1	1						
Oreg.	-	0	3	8	11	-	1	6	11	16	-	0	2	-	1						
Wash.	-	0	9	8	2	-	0	4	1	-	-	0	5	4	-						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						
V.I.	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


