Okla.	-	0	17	35	26	3	2	286	122	596	2	2	14	93	102						
Tex.	1	2	44	100	43	14	29	308	1,228	2,487	-	4	43	205	158						
MOUNTAIN	2	5	16	279	287	28	22	89	1,294	851	7	11	77	580	517						
Ariz.	2	2	13	111	30	13	12	36	659	445	4	6	57	308	218						
Colo.	-	1	8	94	75	6	3	16	217	154	3	3	8	131	160						
Idaho	-	1	7	73	48	-	0	3	14	17	-	0	2	8	3						
Mont.	-	0	1	-	15	-	0	10	39	5	-	0	0	-	-						
Nev.	-	0	5	22	22	-	1	20	103	56	-	0	0	-	-						
N. Mex.	-	0	1	4	24	-	2	15	155	128	-	1	7	66	75						
Utah	-	1	14	114	64	1	1	6	75	41	-	1	7	63	56						
Wyo.	-	0	3	18	9	8	0	8	32	5	-	0	1	4	5						
PACIFIC	-	2	50	122	383	17	38	148	1,820	2,205	-	2	9	100	101						
Alaska	-	0	0	-	-	-	0	2	9	11	-	0	0	-	-						
Calif.	-	4	18	-	131	17	32	104	1,520	1,910	-	0	0	-	-						
Hawaii	-	0	2	16	13	-	1	4	42	32	-	2	9	100	101						
Oreg.	1	2	13	114	151	-	2	31	117	119	N	0	0	N	N						
Wash.	-	2	32	106	88	-	2	43	132	133	N	0	0	N	N						
Amer. Samoa	U	0	0	U	U	U	0	0	U	7	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	3	-	17	-	0	0	-	-						
P.R.	-	0	0	-	2	-	0	2	13	9	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes E. choli O157:H7; Shiga toxin positive, serogroup non-O157; and Shiga toxin positive, not serogrouped.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


