
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending February 14, 2009 (WEEK 06)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2009
Chlamydia† cummulative for 2008
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2009
Coccidioidomycosis cummulative for 2008
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2009
Cryptosporidiosis cummulative for 2008

tab delimited data:
test
UNITED STATES	8,775	21,446	41,534	97,183	119,813	99	125	336	808	866	36	104	459	307	390						
Minn.	-	259	311	882	1,840	-	0	0	-	-	-	4	15	8	9						
Mo.	345	490	566	2,782	2,700	-	0	2	-	-	-	3	13	7	3						
Nebr.	-	83	244	433	511	N	0	0	N	N	-	2	8	4	8						
N. Dak.	-	34	58	3	240	N	0	0	N	N	-	0	2	-	1						
S. Dak.	56	56	85	371	328	N	0	0	N	N	-	1	9	4	3						
S. ATLANTIC	749	3,599	6,326	16,302	21,409	-	0	1	1	-	11	19	47	103	69						
Del.	151	70	150	668	376	-	0	1	-	-	-	0	1	-	3						
D.C.	-	127	201	652	791	-	0	0	-	-	-	0	2	-	1						
Fla.	-	1,369	1,571	6,532	7,023	N	0	0	N	N	2	8	35	34	35						
Ga.	9	577	1,307	1,263	3,254	N	0	0	N	N	8	5	13	48	17						
Md.	-	434	693	1,446	2,156	-	0	1	1	-	-	1	4	3	-						
N.C.	-	0	478	-	1,757	N	0	0	N	N	1	0	16	15	2						
S.C.	571	475	3,040	2,997	3,210	N	0	0	N	N	-	1	4	1	5						
Va.	-	618	1,059	2,389	2,465	N	0	0	N	N	-	1	4	1	2						
W. Va.	18	61	102	355	377	N	0	0	N	N	-	0	3	1	4						
E.S. CENTRAL	859	1,579	2,022	8,502	9,231	-	0	0	-	-	-	2	9	8	14						
Ala.	-	433	535	1,428	2,898	N	0	0	N	N	-	1	6	2	8						
Ky.	315	240	373	1,487	1,292	N	0	0	N	N	-	0	4	1	3						
Miss.	-	413	704	2,149	2,037	N	0	0	N	N	-	0	2	3	1						
Tenn.	544	537	790	3,438	3,004	N	0	0	N	N	-	1	6	2	2						
W.S. CENTRAL	313	2,820	3,525	10,895	15,866	-	0	1	-	-	-	6	164	2	16						
Ark.	-	274	455	1,449	1,602	N	0	0	N	N	-	0	7	-	1						
La.	250	418	775	1,843	1,771	-	0	1	-	-	-	1	5	-	3						
Okla.	63	197	392	496	1,282	N	0	0	N	N	-	1	16	2	5						
Tex.	-	1,904	2,338	7,107	11,211	N	0	0	N	N	-	3	149	-	7						
MOUNTAIN	463	1,278	1,949	4,369	8,219	75	88	181	585	527	2	8	37	20	28						
Ariz.	256	469	650	1,963	2,523	75	86	179	578	508	-	1	9	2	8						
Colo.	-	242	588	756	2,157	N	0	0	N	N	2	1	12	5	5						
Idaho	-	61	314	34	439	N	0	0	N	N	-	1	5	2	6						
Mont.	15	57	87	187	369	N	0	0	N	N	-	1	3	2	3						
Nev.	162	175	415	877	1,221	-	0	6	4	6	-	0	1	2	-						
N. Mex.	-	127	455	194	738	-	0	3	1	6	-	2	23	5	3						
Utah	-	107	253	155	696	-	0	1	2	7	-	0	6	-	3						
Wyo.	30	31	58	203	76	-	0	1	-	-	-	0	4	2	-						
PACIFIC	1,958	3,696	4,465	19,118	20,721	24	35	165	221	333	11	8	29	35	29						
Alaska	93	82	184	516	451	N	0	0	N	N	-	0	1	1	-						
Calif.	1,355	2,876	3,312	15,168	15,816	24	35	165	221	333	7	5	14	22	22						
Hawaii	22	101	161	457	633	N	0	0	N	N	-	0	1	-	-						
Oreg.	180	186	631	1,038	1,170	N	0	0	N	N	4	1	4	10	6						
Wash.	308	404	527	1,939	2,651	N	0	0	N	N	-	1	16	2	1						
Amer. Samoa	-	0	14	-	29	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	4	24	-	12	-	0	0	-	-	-	0	0	-	-						
P.R.	234	119	333	892	367	N	0	0	N	N	N	0	0	N	N						
V.I.	-	12	23	-	63	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


