
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending July 26, 2008 (WEEK 30)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2008
Syphillis, primary & secondary cummulative for 2007

tab delimited data:
test
UNITED STATES	18	50	264	1,594	1,657	6	9	43	273	323	90	231	351	6,333	5,997						
Mo.	-	1	8	61	43	-	0	1	2	-	1	5	10	135	118						
Nebr.	-	0	0	-	2	-	0	0	-	-	-	0	2	7	3						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	2	-	7	-	0	1	3	4	-	0	3	-	3						
S. ATLANTIC	12	20	41	667	700	5	4	10	125	152	17	51	215	1,367	1,300						
Del.	-	0	1	3	5	-	0	1	-	2	2	0	4	10	7						
D.C.	-	0	3	12	12	-	0	0	-	1	-	2	11	66	106						
Fla.	3	11	26	369	389	3	2	6	78	79	5	18	34	519	430						
Ga.	9	7	19	221	248	2	1	6	41	62	-	10	175	218	214						
Md.	-	0	0	-	1	-	0	0	-	-	3	6	14	183	170						
N.C.	N	0	0	N	N	N	0	0	N	N	5	6	18	177	193						
S.C.	-	0	0	-	-	-	0	0	-	-	2	2	5	49	55						
Va.	N	0	0	N	N	N	0	0	N	N	-	5	17	144	119						
W. Va.	-	1	7	62	45	-	0	2	6	8	-	0	1	1	6						
E.S. CENTRAL	2	5	14	163	135	-	1	4	32	21	10	21	31	600	471						
Ala.	N	0	0	N	N	N	0	0	N	N	-	8	17	245	197						
Ky.	-	1	4	44	17	-	0	2	8	2	-	1	7	49	36						
Miss.	-	0	5	1	34	-	0	0	-	-	-	3	15	77	59						
Tenn.	2	3	12	118	84	-	1	3	24	19	10	8	14	229	179						
W.S. CENTRAL	-	1	5	26	52	-	0	2	8	7	2	39	62	1,074	987						
Ark.	-	0	2	9	1	-	0	1	3	2	2	2	19	89	68						
La.	-	0	5	17	51	-	0	2	5	5	-	10	22	189	265						
Okla.	N	0	0	N	N	N	0	0	N	N	-	1	5	44	36						
Tex.	-	0	0	-	-	-	0	0	-	-	-	26	49	752	618						
MOUNTAIN	-	1	6	19	30	-	0	2	4	9	3	9	29	218	244						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	4	21	78	126						
Colo.	-	0	0	-	-	-	0	0	-	-	-	2	7	68	27						
Idaho	N	0	0	N	N	N	0	0	N	N	-	0	1	2	1						
Mont.	-	0	0	-	-	-	0	0	-	-	-	0	3	-	1						
Nev.	N	0	0	N	N	N	0	0	N	N	2	2	6	47	54						
N. Mex.	-	0	1	1	-	-	0	0	-	-	1	1	3	23	26						
Utah	-	0	6	18	19	-	0	2	4	8	-	0	2	-	8						
Wyo.	-	0	1	-	11	-	0	1	-	1	-	0	1	-	1						
PACIFIC	-	0	0	-	-	-	0	1	1	2	3	40	71	1,144	1,294						
Alaska	N	0	0	N	N	N	0	0	N	N	-	0	1	-	5						
Calif.	N	0	0	N	N	N	0	0	N	N	3	37	59	1,021	1,200						
Hawaii	-	0	0	-	-	-	0	1	1	2	-	0	2	11	5						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	0	2	9	9						
Wash.	N	0	0	N	N	N	0	0	N	N	-	3	13	103	75						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	4						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	-	3	10	90	77						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease caused by drug-resistant Streptococcus pneumoniae (DRSP) 
(NNDSS event code 11720).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


