
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending April 11, 2009 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2009
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2009
Syphillis, primary & secondary cummulative for 2008

tab delimited data:
test
UNITED STATES	37	57	108	1,035	1,172	9	8	22	147	140	74	255	384	3,115	3,295						
Kans.	1	1	4	13	39	1	0	2	8	2	-	0	3	3	7						
Minn.	-	0	0	-	-	-	0	0	-	-	-	2	6	16	30						
Mo.	1	1	4	22	46	-	0	1	2	1	-	3	10	50	75						
Nebr.	-	0	0	-	-	-	0	0	-	-	-	0	2	3	4						
N. Dak.	-	0	2	4	-	-	0	0	-	-	-	0	0	-	-						
S. Dak.	-	0	2	-	3	-	0	0	-	3	-	0	1	-	-						
S. ATLANTIC	13	22	51	533	476	2	4	14	68	66	10	59	197	714	571						
Del.	-	0	1	6	1	-	0	0	-	-	-	0	4	8	1						
D.C.	N	0	0	N	N	N	0	0	N	N	-	3	9	46	29						
Fla.	12	14	36	344	251	2	3	13	49	36	6	20	37	279	229						
Ga.	1	7	23	146	178	-	1	5	19	25	-	13	169	78	73						
Md.	-	0	1	4	4	-	0	0	-	1	4	8	16	86	77						
N.C.	N	0	0	N	N	N	0	0	N	N	-	6	19	122	65						
S.C.	-	0	0	-	-	-	0	0	-	-	-	2	6	19	21						
Va.	N	0	0	N	N	N	0	0	N	N	-	5	16	75	75						
W. Va.	-	1	7	33	42	-	0	2	-	4	-	0	1	1	1						
E.S. CENTRAL	3	5	25	133	124	-	1	4	17	15	7	22	36	305	285						
Ala.	N	0	0	N	N	N	0	0	N	N	-	8	17	110	126						
Ky.	2	1	6	35	28	-	0	2	4	4	2	1	10	19	20						
Miss.	-	0	2	-	-	-	0	1	-	-	-	3	18	49	28						
Tenn.	1	3	22	98	96	-	0	3	13	11	5	8	19	127	111						
W.S. CENTRAL	4	2	7	33	43	3	0	1	8	7	6	45	80	629	538						
Ark.	4	0	5	20	6	3	0	1	5	2	6	4	35	77	24						
La.	-	1	6	13	37	-	0	1	3	5	-	11	33	128	119						
Okla.	N	0	0	N	N	N	0	0	N	N	-	1	7	14	23						
Tex.	-	0	0	-	-	-	0	0	-	-	-	28	40	410	372						
MOUNTAIN	1	3	7	48	46	-	0	3	7	4	5	10	18	65	150						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	5	13	19	83						
Colo.	-	0	0	-	-	-	0	0	-	-	-	1	5	3	30						
Idaho	N	0	1	N	N	N	0	1	N	N	-	0	2	2	1						
Mont.	-	0	1	-	-	-	0	0	-	-	-	0	7	-	-						
Nev.	1	1	4	20	21	-	0	1	3	1	4	1	7	29	22						
N. Mex.	-	0	1	-	-	-	0	0	-	-	1	1	5	12	6						
Utah	-	1	6	22	25	-	0	3	4	3	-	0	2	-	8						
Wyo.	-	0	2	6	-	-	0	0	-	-	-	0	1	-	-						
PACIFIC	-	0	1	2	1	-	0	1	-	1	6	45	71	512	675						
Alaska	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
Calif.	N	0	0	N	N	N	0	0	N	N	4	41	65	453	608						
Hawaii	-	0	1	2	1	-	0	1	-	1	-	0	3	10	8						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	0	3	8	5						
Wash.	N	0	0	N	N	N	0	0	N	N	2	3	9	41	54						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	4	3	11	47	34						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease caused by drug-resistant Streptococcus pneumoniae (DRSP) 
(NNDSS event code 11720).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


