
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending February 24, 2007 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2007
Chlamydia† cummulative for 2006
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2007
Coccidioidomycosis cummulative for 2006
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2007
Cryptosporidiosis cummulative for 2006

tab delimited data:
test
UNITED STATES	9,125	19,921	22,110	119,065	143,627	116	151	393	1,176	1,314	25	67	304	309	394						
S. Dak.	49	51	84	393	387	N	0	0	N	N	-	1	7	11	3						
S. ATLANTIC	1,747	3,762	5,634	22,834	27,102	-	0	1	1	2	10	17	67	112	108						
Del.	73	68	107	577	549	N	0	0	N	N	-	0	3	1	-						
D.C.	85	61	161	698	395	-	0	0	-	-	-	0	2	3	5						
Fla.	-	970	1,187	3,300	6,901	N	0	0	N	N	7	7	32	52	37						
Ga.	-	702	2,541	3,839	4,125	N	0	0	N	N	3	5	12	40	33						
Md.	285	343	482	2,804	2,391	-	0	1	1	2	-	0	3	3	4						
N.C.	428	624	1,772	4,086	6,283	-	0	0	-	-	-	0	11	2	22						
S.C.	453	361	2,105	3,852	2,353	N	0	0	N	N	-	1	13	4	2						
Va.	401	453	687	3,298	3,786	N	0	0	N	N	-	1	5	6	4						
W. Va.	22	59	96	380	319	N	0	0	N	N	-	0	3	1	1						
E.S. CENTRAL	499	1,456	2,051	10,149	10,936	-	0	0	-	-	1	3	15	10	7						
Ala.	9	421	761	2,243	3,649	N	0	0	N	N	1	1	12	5	2						
Ky.	46	139	691	973	1,442	N	0	0	N	N	-	1	3	4	1						
Miss.	-	385	807	2,575	2,003	N	0	0	N	N	-	0	3	-	1						
Tenn.	444	518	634	4,358	3,842	N	0	0	N	N	-	1	5	1	3						
W.S. CENTRAL	533	2,211	3,028	11,591	15,825	-	0	1	-	-	1	4	46	8	13						
Ark.	225	153	337	1,160	1,201	N	0	0	N	N	-	0	2	1	1						
La.	93	275	610	812	2,638	-	0	1	-	-	-	0	9	1	-						
Okla.	215	243	423	1,715	1,551	N	0	0	N	N	1	1	4	5	7						
Tex.	-	1,442	1,907	7,904	10,435	N	0	0	N	N	-	3	37	1	5						
MOUNTAIN	267	1,290	2,042	6,514	9,612	88	103	202	780	957	-	3	39	12	12						
Ariz.	8	461	1,017	1,836	2,825	88	102	200	770	938	-	0	3	1	3						
Colo.	75	320	418	1,127	2,431	N	0	0	N	N	-	1	7	6	2						
Idaho	26	52	253	549	471	N	0	0	N	N	-	0	5	1	-						
Mont.	-	50	143	285	220	N	0	0	N	N	-	0	26	-	1						
Nev.	-	103	397	838	1,088	-	1	3	3	10	-	0	1	-	1						
N. Mex.	69	186	314	1,152	1,641	-	0	3	2	1	-	0	5	3	-						
Utah	89	96	181	664	718	-	1	3	5	6	-	0	3	1	5						
Wyo.	-	28	54	63	218	-	0	0	-	2	-	0	11	-	-						
PACIFIC	1,721	3,373	3,926	22,599	24,480	28	51	299	389	351	-	1	5	9	14						
Alaska	106	82	156	664	595	N	0	0	N	N	-	0	1	-	-						
Calif.	1,029	2,671	3,187	17,232	19,093	28	51	299	389	351	-	0	0	-	-						
Hawaii	-	107	133	618	897	N	0	0	N	N	-	0	1	-	-						
Oreg.	185	173	394	1,472	1,384	N	0	0	N	N	-	1	4	9	14						
Wash.	401	350	604	2,613	2,511	N	0	0	N	N	-	0	0	-	-						
Amer. Samoa	U	0	46	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	157	105	236	1,136	719	N	0	0	N	N	N	0	0	N	N						
V.I.	U	5	15	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


