E.S. CENTRAL	1	2	10	3	11	-	0	4	-	5	-	0	3	-	2						
Ala.	-	0	2	-	-	-	0	1	-	-	-	0	1	-	1						
Ky.	-	0	4	1	3	-	0	1	-	1	-	0	1	-	1						
Miss.	1	0	3	1	2	-	0	0	-	-	-	0	2	-	-						
Tenn.	-	1	6	1	6	-	0	4	-	4	-	0	2	-	-						
W.S. CENTRAL	-	3	8	4	3	-	2	9	-	1	-	1	10	-	3						
Ark.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	-						
La.	-	0	2	-	1	-	0	1	-	-	-	0	1	-	1						
Okla.	-	0	3	-	-	-	0	0	-	-	-	0	1	-	-						
Tex.	-	2	7	4	2	-	2	9	-	1	-	1	10	-	2						
MOUNTAIN	1	3	10	3	12	-	0	3	-	2	3	1	4	6	2						
Ariz.	1	1	7	2	2	-	0	1	-	-	1	0	3	2	1						
Colo.	-	0	2	-	5	-	0	1	-	-	2	0	3	2	-						
Idaho	-	0	1	-	-	-	0	2	-	1	-	0	1	-	-						
Mont.	-	0	1	-	-	-	0	1	-	-	-	0	1	-	-						
Nev.	-	0	2	1	3	-	0	1	-	-	-	0	2	2	-						
N. Mex.	-	0	2	-	1	-	0	2	-	-	-	0	1	-	-						
Utah	-	0	2	-	1	-	0	1	-	1	-	0	1	-	1						
Wyo.	-	0	2	-	-	-	0	0	-	-	-	0	0	-	-						
PACIFIC	7	5	15	30	30	-	4	10	6	9	3	3	10	7	3						
Alaska	-	0	2	-	-	-	0	1	-	1	-	0	1	-	-						
Calif.	7	4	14	29	30	-	3	9	6	5	1	2	9	4	3						
Hawaii	-	0	1	-	-	N	0	0	N	N	-	0	1	-	-						
Oreg.	-	0	3	1	-	-	1	4	-	3	-	0	3	1	-						
Wash.	-	0	5	-	-	-	0	3	-	-	2	0	5	2	-						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	1	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	N	0	0	N	N	-	0	2	-	1						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2010 and 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


