
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending February 23, 2013 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2013
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2013
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2013
Syphillis, primary & secondary cummulative for 2012

tab delimited data:
test
UNITED STATES	242	262	652	2,788	2,993	12	21	40	132	220	54	291	368	1,479	2,135						
D.C.	-	0	4	-	9	-	0	1	-	1	-	3	10	29	30						
Fla.	28	18	59	271	223	1	1	6	15	17	2	26	36	156	218						
Ga.	35	15	44	211	195	1	1	4	13	9	9	12	31	57	91						
Md.	22	7	25	105	96	2	0	5	5	5	3	8	15	56	53						
N.C.	N	0	0	N	N	N	0	0	N	N	-	4	14	-	66						
S.C.	7	6	17	85	99	-	0	3	2	4	-	4	9	25	35						
Va.	N	0	0	N	N	-	0	5	6	5	3	4	40	31	30						
W. Va.	-	6	33	56	48	-	0	2	2	6	-	0	2	-	1						
E.S. CENTRAL	23	22	56	305	288	2	2	5	14	19	1	14	25	37	93						
Ala.	1	2	10	44	24	-	0	3	4	-	-	4	10	-	29						
Ky.	8	4	12	61	42	-	0	1	-	1	1	2	9	10	13						
Miss.	7	3	12	51	40	-	0	2	3	6	-	2	12	8	24						
Tenn.	7	12	37	149	182	2	0	3	7	12	-	5	14	19	27						
W.S. CENTRAL	34	27	323	359	298	1	3	21	18	32	-	43	66	229	312						
Ark.	5	3	22	49	36	-	0	3	-	5	-	3	13	20	47						
La.	1	4	14	50	47	-	0	4	3	3	-	6	20	18	31						
Okla.	N	0	0	N	N	-	0	4	2	5	-	2	5	12	13						
Tex.	28	20	301	260	215	1	2	21	13	19	-	33	48	179	221						
MOUNTAIN	8	25	53	185	379	2	2	7	9	26	-	12	25	53	84						
Ariz.	6	7	22	18	165	1	0	3	1	14	-	3	8	2	31						
Colo.	-	7	22	47	73	-	0	3	-	4	-	4	12	26	26						
Idaho	N	0	0	N	N	-	0	1	1	-	-	0	4	1	5						
Mont.	1	0	4	6	11	1	0	1	2	-	-	0	1	1	-						
Nev.	-	1	8	27	26	-	0	2	-	3	-	2	8	15	10						
N. Mex.	1	5	17	68	57	-	0	4	3	4	-	2	5	6	8						
Utah	-	3	10	15	43	-	0	3	2	1	-	0	3	2	4						
Wyo.	-	0	2	4	4	-	0	1	-	-	-	0	1	-	-						
PACIFIC	1	4	10	20	27	-	0	2	4	7	17	70	98	434	499						
Alaska	1	3	8	17	17	-	0	1	3	7	-	0	2	3	3						
Calif.	N	0	0	N	N	N	0	0	N	N	14	60	81	386	423						
Hawaii	-	1	6	3	10	-	0	1	1	-	-	0	2	-	2						
Oreg.	N	0	0	N	N	N	0	0	N	N	3	3	11	31	19						
Wash.	N	0	0	N	N	N	0	0	N	N	-	4	10	14	52						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	14	6	17	54	33						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


