
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending November 3, 2012 (WEEK 44)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2012
Shigellosis cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011

tab delimited data:
test
UNITED STATES	187	277	426	11,451	10,684	-	3	10	155	209	15	61	350	3,474	1,994						
Mo.	1	1	7	77	162	-	0	5	15	12	-	5	34	452	243						
Nebr.	-	1	22	171	14	-	0	1	1	5	-	0	1	5	5						
N. Dak.	-	0	2	6	-	-	0	1	1	2	-	0	0	-	-						
S. Dak.	-	0	3	11	4	-	0	0	-	1	-	0	1	1	-						
S. ATLANTIC	43	60	135	2,566	3,261	-	1	5	59	121	14	14	144	995	500						
Del.	-	0	4	18	6	-	0	0	-	-	-	0	2	24	20						
D.C.	-	0	6	17	22	-	0	0	-	1	-	0	1	1	2						
Fla.	29	36	66	1,579	2,229	-	0	1	3	2	1	0	3	28	6						
Ga.	3	13	21	533	554	-	0	3	34	87	-	0	0	-	-						
Md.	2	4	15	208	86	-	0	1	1	3	1	0	3	26	24						
N.C.	7	2	10	114	192	-	0	4	10	14	8	1	133	469	235						
S.C.	-	0	54	18	76	-	0	1	7	11	-	0	5	35	21						
Va.	2	1	7	77	91	-	0	1	4	3	4	5	35	412	188						
W. Va.	-	0	1	2	5	-	0	0	-	-	-	0	0	-	4						
E.S. CENTRAL	6	21	52	962	782	-	0	2	11	12	1	12	56	857	334						
Ala.	2	6	22	266	230	-	0	1	3	4	1	2	11	138	67						
Ky.	-	6	21	304	202	-	0	1	3	1	-	0	7	55	-						
Miss.	-	5	24	233	176	-	0	1	1	1	-	0	2	4	21						
Tenn.	4	3	10	159	174	-	0	1	4	6	-	9	50	660	246						
W.S. CENTRAL	29	50	189	2,033	2,613	-	0	6	4	14	-	12	292	813	587						
Ark.	1	1	7	70	84	-	0	1	2	9	-	9	66	718	485						
La.	-	4	17	148	414	-	0	0	-	-	-	0	1	5	9						
Okla.	5	7	55	419	140	-	0	5	1	3	-	0	260	52	66						
Tex.	23	34	122	1,396	1,975	-	0	1	1	2	-	1	13	38	27						
MOUNTAIN	4	11	30	536	780	-	0	2	10	26	-	1	5	46	56						
Ariz.	3	6	16	299	375	-	0	2	10	25	-	0	4	30	36						
Colo.	-	1	19	61	75	-	0	0	-	-	-	0	1	2	3						
Idaho	-	0	2	8	16	-	0	0	-	-	-	0	2	3	1						
Mont.	-	0	2	11	119	-	0	0	-	-	-	0	1	1	1						
Nev.	1	0	8	49	30	-	0	0	-	-	-	0	0	-	2						
N. Mex.	-	1	7	73	111	-	0	0	-	-	-	0	1	4	-						
Utah	-	0	4	31	52	-	0	0	-	1	-	0	1	4	5						
Wyo.	-	0	3	4	2	-	0	0	-	-	-	0	2	2	8						
PACIFIC	9	18	56	962	984	-	0	3	13	2	-	0	3	9	5						
Alaska	-	0	2	8	5	N	0	0	N	N	N	0	0	N	N						
Calif.	9	13	56	760	804	-	0	3	13	2	-	0	1	8	4						
Hawaii	-	0	3	22	43	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	1	10	77	54	-	0	0	-	-	-	0	1	1	1						
Wash.	-	2	10	95	78	-	0	1	-	-	-	0	3	-	-						
Amer. Samoa	-	0	3	5	1	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	1	-	15	N	0	0	N	N	N	0	0	N	N						
P.R.	-	0	0	-	6	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting year 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Illnesses with similar clinical presentation that result from Spotted fever group rickettsia infections are reported as Spotted fever rickettsiosis. Rocky Mountain Spotted Fever (RMSF) caused by Rickettsia rickettsii, is the most common and well-known spotted fever.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


