Tex.	3	3	14	13	23	2	6	12	14	41	-	0	4	2	4						
MOUNTAIN	3	3	7	28	21	-	2	6	7	30	2	1	4	5	11						
Ariz.	2	1	5	20	11	-	0	3	1	12	-	0	0	-	-						
Colo.	1	1	5	5	4	-	0	2	1	6	-	0	3	-	7						
Idaho	-	0	1	2	-	-	0	2	1	1	2	0	1	3	-						
Mont.	-	0	1	-	2	-	0	0	-	-	-	0	0	-	-						
Nev.	-	0	2	1	-	-	0	3	4	4	-	0	1	-	-						
N. Mex.	-	0	1	-	1	-	0	1	-	4	-	0	2	-	4						
Utah	-	0	2	-	3	-	0	1	-	3	-	0	2	2	-						
Wyo.	-	0	1	-	-	-	0	2	-	-	-	0	0	-	-						
PACIFIC	1	5	16	29	56	6	6	25	41	37	1	1	5	9	10						
Alaska	-	0	1	-	1	-	0	1	1	-	-	0	2	-	-						
Calif.	1	4	15	25	48	3	4	17	32	30	-	1	4	4	7						
Hawaii	-	0	2	-	1	-	0	1	-	1	-	0	0	-	-						
Oreg.	-	0	2	2	3	-	1	4	5	4	-	0	3	4	2						
Wash.	-	1	3	2	3	3	0	8	3	2	1	0	5	1	1						
Amer. Samoa	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	2	2	6	1	0	5	1	1	-	0	0	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2009 and 2010 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


