Va.	-	9	18	14	72	-	1	10	-	-	-	19	66	15	52						
W. Va.	-	0	13	6	2	-	0	2	-	-	-	2	13	1	8						
E.S. CENTRAL	1	2	9	14	8	-	5	25	1	1	11	55	134	149	155						
Ala.	1	1	5	5	8	-	0	9	-	-	9	13	39	71	56						
Ky.	-	0	3	-	-	-	0	1	-	-	-	7	26	21	17						
Miss.	-	0	1	-	-	-	0	3	-	-	-	13	66	12	21						
Tenn.	-	1	3	9	-	-	3	19	1	1	2	15	40	45	61						
W.S. CENTRAL	-	14	42	5	71	-	2	32	-	1	1	79	157	216	199						
Ark.	-	0	3	1	6	-	0	32	-	-	1	12	67	25	26						
La.	-	0	0	-	-	-	0	2	-	1	-	15	42	12	53						
Okla.	-	1	7	4	8	-	0	23	-	-	-	7	26	17	19						
Tex.	-	12	39	-	57	-	0	7	-	-	-	43	121	162	101						
MOUNTAIN	-	4	19	10	23	-	0	8	-	2	12	49	112	123	172						
Ariz.	-	3	11	10	20	-	0	8	-	-	-	13	28	-	60						
Colo.	-	0	2	-	-	-	0	1	-	-	5	10	45	48	47						
Idaho	-	0	12	-	-	-	0	2	-	-	-	2	17	11	11						
Mont.	-	0	3	-	-	-	0	1	-	-	-	2	16	13	7						
Nev.	-	0	2	-	-	-	0	0	-	-	-	3	8	14	21						
N. Mex.	-	0	1	-	1	-	0	1	-	-	-	4	11	11	11						
Utah	-	0	5	-	-	-	0	1	-	2	4	6	31	21	9						
Wyo.	-	0	2	-	2	-	0	1	-	-	3	1	12	5	6						
PACIFIC	-	4	15	5	4	-	0	2	-	1	30	101	274	362	475						
Alaska	-	0	3	1	-	-	0	0	-	-	3	1	5	12	9						
Calif.	-	3	15	4	4	-	0	1	-	1	27	77	242	301	377						
Hawaii	-	0	0	-	-	-	0	0	-	-	-	5	15	21	53						
Oreg.	-	0	1	-	-	-	0	1	-	-	-	7	23	22	22						
Wash.	U	0	0	U	U	-	0	0	-	-	-	9	31	6	14						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	2	U	-						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	2	6	9	9	N	0	0	N	N	1	8	23	4	26						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


