
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending March 24, 2012 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2012
Syphillis, primary & secondary cummulative for 2011

tab delimited data:
test
UNITED STATES	170	279	551	3,730	5,099	13	22	45	245	335	112	269	308	2,396	3,096						
Mich.	3	13	26	166	206	-	0	2	9	11	-	5	12	24	66						
Ohio	22	27	46	375	405	4	1	7	21	19	-	7	17	52	103						
Wis.	4	8	23	123	134	-	0	2	10	6	-	1	6	7	15						
W.N. CENTRAL	5	10	34	51	174	-	1	4	3	13	-	5	13	5	95						
Iowa	N	0	0	N	N	N	0	0	N	N	-	0	3	4	7						
Kans.	N	0	0	N	N	N	0	0	N	N	-	0	4	-	5						
Minn.	-	12	26	-	131	-	1	3	-	10	-	3	8	-	39						
Mo.	N	0	0	N	N	-	0	0	-	-	-	2	8	-	41						
Nebr.	5	2	8	51	43	-	0	2	3	3	-	0	2	1	3						
N. Dak.	-	0	25	-	-	-	0	1	-	-	-	0	1	-	-						
S. Dak.	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
S. ATLANTIC	44	65	143	952	1,330	5	6	15	69	85	43	67	94	674	737						
Del.	-	1	5	14	25	-	0	0	-	-	6	0	4	13	4						
D.C.	-	0	5	2	19	-	0	1	1	2	6	3	9	40	42						
Fla.	22	21	48	325	532	3	2	8	24	42	-	25	36	251	269						
Ga.	13	19	36	289	352	2	2	6	24	22	10	13	55	118	108						
Md.	2	9	20	109	213	-	1	5	9	12	3	8	20	68	98						
N.C.	N	0	0	N	N	N	0	0	N	N	7	8	21	90	102						
S.C.	4	7	18	139	181	-	0	3	4	7	5	4	11	47	62						
Va.	N	0	0	N	N	-	0	0	-	-	6	4	13	47	52						
W. Va.	3	3	48	74	8	-	0	4	7	-	-	0	2	-	-						
E.S. CENTRAL	10	23	48	310	425	-	2	5	18	24	6	15	33	103	160						
Ala.	N	0	0	N	N	N	0	0	N	N	-	4	10	16	48						
Ky.	5	4	11	69	79	-	0	3	3	6	-	2	8	18	23						
Miss.	N	0	0	N	N	-	0	0	-	-	6	3	22	36	34						
Tenn.	5	19	45	241	346	-	2	4	15	18	-	5	11	33	55						
W.S. CENTRAL	31	32	158	468	617	2	3	10	38	58	35	39	51	471	381						
Ark.	6	4	14	62	81	-	0	3	6	9	-	4	15	57	37						
La.	2	2	14	44	84	1	0	2	4	7	2	8	25	60	68						
Okla.	N	0	0	N	N	-	0	0	-	-	-	1	6	13	13						
Tex.	23	25	144	362	452	1	3	10	28	42	33	23	38	341	263						
MOUNTAIN	16	28	64	381	698	-	2	7	29	50	4	12	20	94	142						
Ariz.	13	12	27	236	339	-	1	3	17	22	1	5	11	42	57						
Colo.	-	8	22	72	159	-	0	4	6	8	1	2	6	22	27						
Idaho	N	0	0	N	N	-	0	0	-	-	1	0	4	4	4						
Mont.	N	0	0	N	N	N	0	0	N	N	-	0	1	-	5						
Nev.	N	0	0	N	N	N	0	0	N	N	1	2	9	15	28						
N. Mex.	2	5	14	67	126	-	0	2	6	9	-	1	4	7	17						
Utah	-	2	8	-	65	-	0	2	-	11	-	0	2	4	4						
Wyo.	1	0	3	6	9	-	0	0	-	-	-	0	0	-	-						
PACIFIC	5	2	9	32	50	-	0	2	9	2	15	58	76	523	692						
Alaska	5	2	9	31	49	-	0	2	9	2	-	0	2	3	-						
Calif.	N	0	0	N	N	N	0	0	N	N	10	48	64	450	552						
Hawaii	-	0	1	1	1	-	0	1	-	-	-	0	3	-	2						
Oreg.	N	0	0	N	N	N	0	0	N	N	2	4	14	33	48						
Wash.	N	0	0	N	N	N	0	0	N	N	3	5	12	37	90						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	4	5	15	48	56						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


