Mich.	2	0	4	10	7	-	0	1	-	1	2	18	35	206	249						
Ohio	-	0	66	2	4	-	0	3	2	2	23	24	52	362	268						
Wis.	N	0	2	N	N	-	0	1	-	-	-	15	45	216	235						
W.N. CENTRAL	2	5	16	76	122	5	2	16	18	14	15	45	90	622	659						
Iowa	-	0	4	14	-	-	0	2	-	1	-	7	18	99	121						
Kans.	-	1	5	26	38	-	0	1	-	1	2	7	17	91	88						
Minn.	2	1	5	10	24	-	0	1	1	-	5	10	30	153	160						
Mo.	-	1	7	7	17	5	2	15	17	11	3	15	40	198	167						
Nebr.	-	0	0	-	-	-	0	2	-	-	5	3	10	47	60						
N. Dak.	-	0	5	2	8	-	0	1	-	-	-	0	46	4	12						
S. Dak.	-	1	4	17	35	-	0	2	-	1	-	3	11	30	51						
S. ATLANTIC	14	35	64	580	853	-	17	94	276	135	146	263	520	2,443	2,377						
Del.	-	0	0	-	-	-	0	2	2	1	-	2	9	22	19						
D.C.	-	0	0	-	-	-	0	1	-	-	-	1	7	19	13						
Fla.	-	0	22	53	201	-	0	3	9	8	68	99	230	1,086	961						
Ga.	-	3	27	43	110	-	1	11	16	15	17	35	87	349	329						
Md.	-	7	16	116	104	-	2	7	13	12	4	14	39	142	190						
N.C.	9	8	20	119	178	-	5	87	228	87	15	30	114	409	357						
S.C.	-	3	11	39	71	-	1	6	3	7	41	21	146	205	218						
Va.	-	10	26	175	176	-	2	10	5	4	-	21	78	186	257						
W. Va.	5	1	13	35	13	-	0	2	-	1	1	3	19	25	33						
E.S. CENTRAL	-	3	8	78	75	3	5	24	24	18	28	51	105	465	564						
Ala.	-	1	6	25	24	2	0	9	8	5	19	14	39	168	146						
Ky.	-	0	5	5	6	-	0	1	-	-	1	8	27	95	85						
Miss.	-	0	1	-	-	-	0	3	-	1	-	9	31	49	107						
Tenn.	-	1	7	48	45	1	3	18	16	12	8	14	41	153	226						
W.S. CENTRAL	5	14	30	278	425	-	1	34	6	9	22	86	880	930	803						
Ark.	3	0	3	14	12	-	0	32	4	2	5	15	67	250	118						
La.	-	0	0	-	-	-	0	2	-	2	-	12	43	91	201						
Okla.	2	1	9	22	41	-	0	23	1	5	4	7	26	73	85						
Tex.	-	12	27	242	372	-	0	8	1	-	13	45	839	516	399						
MOUNTAIN	8	4	16	45	83	-	0	6	3	16	22	49	110	620	610						
Ariz.	6	2	11	40	72	-	0	6	2	12	12	14	67	193	180						
Colo.	-	0	3	-	1	-	0	1	-	-	-	12	45	183	152						
Idaho	-	0	12	-	-	-	0	2	-	-	-	2	15	36	47						
Mont.	1	0	3	4	-	-	0	0	-	1	-	2	16	34	30						
Nev.	-	0	2	-	-	-	0	0	-	-	-	3	8	23	60						
N. Mex.	-	0	1	-	1	-	0	1	-	2	-	4	13	44	67						
Utah	1	0	5	1	-	-	0	0	-	-	6	5	30	83	62						
Wyo.	-	0	2	-	9	-	0	1	1	1	4	1	12	24	12						
PACIFIC	3	3	15	54	57	-	0	1	-	1	93	100	425	1,408	1,503						
Alaska	-	0	4	10	1	-	0	0	-	-	1	1	7	32	17						
Calif.	3	3	15	44	56	-	0	0	-	-	81	73	292	1,048	1,181						
Hawaii	-	0	0	-	-	-	0	0	-	-	1	5	15	77	97						
Oreg.	-	0	1	-	-	-	0	1	-	1	-	8	25	123	123						
Wash.	U	0	0	U	U	N	0	0	N	N	10	10	124	128	85						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	2	U	1						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	1						
P.R.	6	1	4	40	29	N	0	0	N	N	6	12	35	31	146						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


